date,region,class,special,runoff,offyear,disabled,candidate,party,voteshare
06/10/2025,Maryland,1,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.00
06/10/2025,Maryland,3,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.00
06/10/2025,Massachusetts,1,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.00
06/10/2025,Massachusetts,2,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
06/10/2025,Michigan,1,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.00
06/10/2025,Michigan,2,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.01
06/10/2025,Minnesota,1,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.00
06/10/2025,Minnesota,2,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.15
06/10/2025,Mississippi,1,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.00
06/10/2025,Mississippi,2,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
06/10/2025,Missouri,1,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.00
06/10/2025,Missouri,3,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.00
06/10/2025,Montana,1,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.00
06/10/2025,Montana,2,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
06/10/2025,Nebraska,1,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.00
06/10/2025,Nebraska,2,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.05
06/10/2025,Nevada,1,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.00
06/10/2025,Nevada,3,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.00
06/10/2025,New Hampshire,2,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
06/10/2025,New Hampshire,3,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.00
06/10/2025,New Jersey,1,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.00
06/10/2025,New Jersey,2,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
06/10/2025,New Mexico,1,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.00
06/10/2025,New Mexico,2,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.05
06/10/2025,New York,1,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.00
06/10/2025,New York,3,FALSE,FALSE,FALSE,TRUE,Democratic,DEM,1.00
06/10/2025,North Carolina,2,FALSE,FALSE,FALSE,FALSE,Democratic,DEM,0.001
06/10/2025,North Carolina,3,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.00
06/10/2025,North Dakota,1,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.00
06/10/2025,North Dakota,3,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.00
06/10/2025,Ohio,3,TRUE,FALSE,FALSE,FALSE,Republican,REP,0.05
06/10/2025,Ohio,1,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.00
06/10/2025,Oklahoma,2,FALSE,FALSE,FALSE,FALSE,Republican,REP,0.15
06/10/2025,Oklahoma,3,FALSE,FALSE,FALSE,TRUE,Republican,REP,1.00
