year,state_po,district,candidate,party,voteshare
1996,AR,2,Cummins,republican,47.654167
1996,AR,2,Snyder,democrat,52.345833
1996,AR,3,Hutchinson,republican,55.715046
1996,AR,3,Henry,democrat,41.857100
1996,AR,3,Huffman,reform,2.427853
1996,AR,4,Dickey,republican,63.502851
1996,AR,4,Tolliver,democrat,36.497149
1996,CA,1,Rossi,libertarian,6.912511
1996,CA,1,Riggs,republican,49.632404
1996,CA,1,Alioto,democrat,43.455085
1996,CA,2,Herger,republican,60.804528
1996,CA,2,Brunner,libertarian,2.416438
1996,CA,2,Thiessen,natural law,3.043310
1996,CA,2,Braden,democrat,33.735723
1996,CA,3,Donelle,libertarian,1.911724
1996,CA,3,Erich,reform,3.473033
1996,CA,3,Lefever,republican,41.100042
1996,CA,3,Fazio,democrat,53.515200
1996,CA,4,Hirning,democrat,36.101211
1996,CA,4,Doolittle,republican,60.464036
1996,CA,4,McHargue,libertarian,3.434753
1996,CA,5,Mors,american independent,1.101946
1996,CA,5,Matsui,democrat,70.442557
1996,CA,5,Miller,libertarian,1.258520
1996,CA,5,Kersey,natural law,1.048602
1996,CA,5,Dinsmore,republican,26.148375
1996,CA,6,Jones,peace and freedom,2.544556
1996,CA,6,Hughes,republican,33.989663
1996,CA,6,Woolsey,democrat,61.834413
1996,CA,6,Kendall,natural law,1.631368
1996,CA,7,Miller,democrat,71.805549
1996,CA,7,Thompson,reform,3.596327
1996,CA,7,Reece,republican,22.282982
1996,CA,7,Liatunick,natural law,2.315142
1996,CA,8,Smithstein,natural law,3.265171
1996,CA,8,Raimondo,republican,12.390126
1996,CA,8,Pelosi,democrat,84.344703
1996,CA,9,Dellums,democrat,77.030174
1996,CA,9,Forem,natural law,1.729131
1996,CA,9,Condit,peace and freedom,2.767107
1996,CA,9,Wright,republican,18.473588
1996,CA,10,Tauscher,democrat,48.634982
1996,CA,10,Baker,republican,47.189626
1996,CA,10,Place,reform,2.243779
1996,CA,10,Janlois,natural law,1.075983
1996,CA,10,Lyon,libertarian,0.855630
1996,CA,11,Rego,libertarian,2.803485
1996,CA,11,Pombo,republican,59.348081
1996,CA,11,Silva,democrat,36.188541
1996,CA,11,Bush,natural law,1.659893
1996,CA,12,Schmidt,libertarian,2.939281
1996,CA,12,Borg,natural law,1.669969
1996,CA,12,Lantos,democrat,71.689882
1996,CA,12,Jenkins,republican,23.700868
1996,CA,13,Fay,republican,30.412045
1996,CA,13,Savage,libertarian,4.412695
1996,CA,13,Stark,democrat,65.175260
1996,CA,14,Thompson,peace and freedom,1.590799
1996,CA,14,Wells,natural law,0.933664
1996,CA,14,Dehn,libertarian,1.520687
1996,CA,14,Brink,republican,31.167559
1996,CA,14,Eshoo,democrat,64.787291
1996,CA,15,Lane,democrat,34.843169
1996,CA,15,Currivan,natural law,1.486327
1996,CA,15,Campbell,republican,58.508472
1996,CA,15,Wimmers,libertarian,2.415942
1996,CA,15,Sharpe-geisler,reform,2.746090
1996,CA,16,Abu-shumays,natural law,1.303009
1996,CA,16,Lofgren,democrat,65.653215
1996,CA,16,Bonino,libertarian,2.879747
1996,CA,16,Wojslaw,republican,30.164028
1996,CA,17,Brown,republican,37.769311
1996,CA,17,Black,natural law,3.361375
1996,CA,17,Farr,democrat,58.869314
1996,CA,18,Morzella,libertarian,1.348544
1996,CA,18,Conrad,republican,31.823343
1996,CA,18,Riskin,natural law,1.105770
1996,CA,18,Condit,democrat,65.722344
1996,CA,19,Adalian,natural law,2.152351
1996,CA,19,Pescosolido,libertarian,2.947490
1996,CA,19,Radanovich,republican,66.577510
1996,CA,19,Barile,democrat,28.322649
1996,CA,20,Dooley,democrat,56.506633
1996,CA,20,Richter,libertarian,4.362819
1996,CA,20,Harvey,republican,39.130548
1996,CA,21,Bialosky,natural law,1.768226
1996,CA,21,Thomas,republican,65.872185
1996,CA,21,Vollmer,democrat,26.520256
1996,CA,21,Evans,reform,4.244266
1996,CA,21,Hodges,libertarian,1.595066
1996,CA,22,Seastrand,republican,44.223256
1996,CA,22,Capps,democrat,48.446266
1996,CA,22,Wheeler,independent,4.031763
1996,CA,22,Porter,reform,1.627857
1996,CA,22,Bersohn,libertarian,0.914467
1996,CA,22,Tomastik,natural law,0.756391
1996,CA,23,Unruhe,democrat,35.104031
1996,CA,23,Gallegly,republican,59.586882
1996,CA,23,Lightfoot,libertarian,4.183312
1996,CA,23,Hospodar,natural law,1.125775
1996,CA,24,Lawrence,natural law,1.427986
1996,CA,24,Miller,libertarian,2.648849
1996,CA,24,Shroyer,peace and freedom,2.916946
1996,CA,24,Sherman,democrat,49.427037
1996,CA,24,Sybert,republican,43.579182
1996,CA,25,Trautman,democrat,33.174314
1996,CA,25,Gerber,peace and freedom,1.280816
1996,CA,25,McKeon,republican,62.398638
1996,CA,25,Acker,libertarian,3.146231
1996,CA,26,Fritschler,libertarian,3.452178
1996,CA,26,Hearne,natural law,2.067015
1996,CA,26,Glass,republican,28.612398
1996,CA,26,Berman,democrat,65.868410
1996,CA,27,Contreras,green,2.208708
1996,CA,27,Kahn,democrat,43.181172
1996,CA,27,Rogan,republican,50.181646
1996,CA,27,Michael,libertarian,3.498657
1996,CA,27,Zucker,natural law,0.929816
1996,CA,28,Saurenman,libertarian,2.385959
1996,CA,28,Levering,democrat,36.940899
1996,CA,28,Dreier,republican,60.673141
1996,CA,29,Daly,peace and freedom,4.105355
1996,CA,29,Rees,natural law,1.441692
1996,CA,29,Stepanek,republican,24.605595
1996,CA,29,Waxman,democrat,67.628726
1996,CA,29,Binkley,libertarian,2.218633
1996,CA,30,Parker,republican,18.709517
1996,CA,30,Watson-frith,natural law,2.445713
1996,CA,30,Probst,libertarian,3.423502
1996,CA,30,Becerra,democrat,72.320387
1996,CA,30,Mandel,peace and freedom,3.100881
1996,CA,31,Martinez,democrat,67.470056
1996,CA,31,Flores,republican,27.953063
1996,CA,31,Everling,libertarian,4.576882
1996,CA,32,Donner,libertarian,4.219855
1996,CA,32,Jibri,natural law,1.028218
1996,CA,32,Ardito,republican,12.394091
1996,CA,32,Dixon,democrat,82.357836
1996,CA,33,Leonard,republican,14.088331
1996,CA,33,Roybal-allard,democrat,82.102096
1996,CA,33,Johnson,libertarian,3.809573
1996,CA,34,Argall,libertarian,1.976307
1996,CA,34,Torres,democrat,68.426755
1996,CA,34,Nunez,republican,26.619474
1996,CA,34,Scott,american independent,2.977463
1996,CA,35,Mego,american independent,2.405796
1996,CA,35,Carlson,republican,12.089816
1996,CA,35,Waters,democrat,85.504388
1996,CA,36,McManus,natural law,1.441689
1996,CA,36,Harman,democrat,52.460360
1996,CA,36,Brooks,republican,43.900222
1996,CA,36,Dovner,libertarian,2.197729
1996,CA,37,Millender-mcdonald,democrat,84.997954
1996,CA,37,Voetee,republican,15.002046
1996,CA,38,Gautreau,libertarian,1.951743
1996,CA,38,Horn,republican,52.572997
1996,CA,38,Yeager,green,2.749858
1996,CA,38,Zbur,democrat,42.725402
1996,CA,39,Royce,republican,62.801498
1996,CA,39,Dean,libertarian,5.271725
1996,CA,39,Davis,democrat,31.926777
1996,CA,40,Conaway,democrat,28.964738
1996,CA,40,Kelley,libertarian,2.873356
1996,CA,40,Lewis,republican,64.902372
1996,CA,40,McGee,american independent,3.259535
1996,CA,41,Newhouse,libertarian,4.974032
1996,CA,41,Kim,republican,58.513019
1996,CA,41,Waldron,democrat,33.006379
1996,CA,41,Kramer,natural law,3.506570
1996,CA,42,Brown,democrat,50.481923
1996,CA,42,Wilde,republican,49.518077
1996,CA,43,Kimbrough,democrat,37.954290
1996,CA,43,Akin,peace and freedom,1.862756
1996,CA,43,Berkman,libertarian,1.737221
1996,CA,43,Wallack,natural law,3.701869
1996,CA,43,Calvert,republican,54.743864
1996,CA,44,Rufus,democrat,38.557211
1996,CA,44,Bono,republican,57.771593
1996,CA,44,Cochran,american independent,2.030096
1996,CA,44,Wilkinson,natural law,1.641099
1996,CA,45,Alexander,democrat,33.238291
1996,CA,45,Rohrabacher,republican,60.979360
1996,CA,45,McDevitt,natural law,1.494244
1996,CA,45,Murphy,libertarian,4.288105
1996,CA,46,Sanchez,democrat,46.664851
1996,CA,46,Reimer,libertarian,2.269809
1996,CA,46,Stafford,reform,3.439251
1996,CA,46,Aguirre,natural law,1.918587
1996,CA,46,Dornan,republican,45.707503
1996,CA,47,Cox,republican,65.665752
1996,CA,47,Adam,natural law,2.792306
1996,CA,47,Laine,democrat,28.863264
1996,CA,47,Wagner,libertarian,2.678678
1996,CA,48,Packard,republican,65.862659
1996,CA,48,Miles,natural law,3.616226
1996,CA,48,Farrell,democrat,26.901726
1996,CA,48,Dreu,reform,3.619388
1996,CA,49,Navarro,democrat,41.910257
1996,CA,49,Bilbray,republican,52.622263
1996,CA,49,Hambsch,reform,1.824750
1996,CA,49,Sterling,natural law,1.602763
1996,CA,49,Lippe,libertarian,2.039967
1996,CA,50,Zoebisch,libertarian,1.181342
1996,CA,50,Shepard,natural law,1.806659
1996,CA,50,Clark,reform,2.748859
1996,CA,50,Baize,republican,32.407470
1996,CA,50,Filner,democrat,61.855670
1996,CA,51,Cunningham,republican,65.072656
1996,CA,51,Anderson,libertarian,2.313295
1996,CA,51,Clark,peace and freedom,2.360888
1996,CA,51,Tamerius,democrat,28.927099
1996,CA,51,Bourdette,natural law,1.326062
1996,CA,52,Jordan,peace and freedom,2.046310
1996,CA,52,Hunter,republican,65.469575
1996,CA,52,Ballantyne,natural law,0.837254
1996,CA,52,Wesley,democrat,29.780003
1996,CA,52,Ridley,libertarian,1.866858
1996,CO,1,Combs,libertarian,2.864956
1996,CO,1,Degette,democrat,56.930636
1996,CO,1,Rogers,republican,40.204409
1996,CO,2,Johnson,reform,2.464579
1996,CO,2,Skaggs,democrat,57.037970
1996,CO,2,Miller,republican,38.260798
1996,CO,2,Allen,libertarian,2.236653
1996,CO,3,Gurule,democrat,31.129633
1996,CO,3,McInnis,republican,68.870367
1996,CO,4,McKinley,americans,3.043427
1996,CO,4,Schaffer,republican,56.137044
1996,CO,4,Keller,democrat,38.037506
1996,CO,4,Parker,natural law,2.782023
1996,CO,5,Hefley,republican,71.935306
1996,CO,5,Robinson,democrat,28.064694
1996,CO,6,Schaefer,republican,62.236487
1996,CO,6,Fitz-gerald,democrat,37.763513
1996,CT,1,Kennelly,democrat,67.477781
1996,CT,1,Kennelly,a connecticut party,6.067325
1996,CT,1,Sleath,republican,24.945151
1996,CT,1,Wasielewski,natural law,0.534081
1996,CT,1,Forry,concerned citizens,0.975662
1996,CT,2,Gjdenson,a connecticut party,3.866121
1996,CT,2,Munster,republican,44.942149
1996,CT,2,Hall,natural law,0.565741
1996,CT,2,Ondusko,independence,2.901245
1996,CT,2,Gjdenson,democrat,47.724290
1996,CT,3,Delauro,a connecticut party,6.477346
1996,CT,3,Coppola,republican,28.074019
1996,CT,3,Delauro,democrat,64.871873
1996,CT,3,Dalby,natural law,0.576763
1996,CT,4,Nevas,natural law,0.518561
1996,CT,4,Finch,democrat,37.628897
1996,CT,4,Shays,republican,60.456988
1996,CT,4,Tonkin,libertarian,1.395554
1996,CT,5,Maloney,democrat,48.974574
1996,CT,5,Maloney,a connecticut party,3.074885
1996,CT,5,Franks,republican,45.917352
1996,CT,5,Thiessen,libertarian,0.646586
1996,CT,5,Rodriguez,concerned citizens,1.386603
1996,CT,6,Koskoff,a connecticut party,3.164790
1996,CT,6,Johnson,republican,49.623281
1996,CT,6,Koskoff,democrat,45.761692
1996,CT,6,Knibbs,concerned citizens,1.450236
1996,DE,0,Jurgensen,libertarian,1.499076
1996,DE,0,Williams,democrat,27.454831
1996,DE,0,Castle,republican,69.548516
1996,DE,0,Mattson,natural law,0.369897
1996,DE,0,Johnson,u.s. taxpayers,1.127680
1996,FL,1,Beck,democrat,27.415531
1996,FL,1,Scarborough,republican,72.541590
1996,FL,2,Boyd,democrat,59.477856
1996,FL,2,Sutton,republican,40.500000
1996,FL,3,Brown,democrat,61.195650
1996,FL,3,Fields,republican,38.804350
1996,FL,4,Fowler,republican,100.000000
1996,FL,5,Gentry,republican,38.318888
1996,FL,5,Thurman,democrat,61.681112
1996,FL,6,OBrien,democrat,32.817894
1996,FL,6,Stearns,republican,67.179195
1996,FL,7,Mica,republican,62.059447
1996,FL,7,Stuart,democrat,37.940553
1996,FL,8,McCollum,republican,67.472791
1996,FL,8,Krulick,democrat,32.518806
1996,FL,9,Bilirakis,republican,68.660861
1996,FL,9,Provenzano,democrat,31.339139
1996,FL,10,Green,democrat,33.392892
1996,FL,10,Young,republican,66.607108
1996,FL,11,Sharpe,republican,42.091642
1996,FL,11,Davis,democrat,57.908358
1996,FL,12,Canady,republican,61.569988
1996,FL,12,Canady,democrat,38.430012
1996,FL,13,Gordon,democrat,35.604511
1996,FL,13,Miller,republican,64.345471
1996,FL,14,Nolan,democrat,26.508716
1996,FL,14,Goss,republican,73.491284
1996,FL,15,Byron,democrat,42.900314
1996,FL,15,Golding,independent,5.679674
1996,FL,15,Weldon,republican,51.420011
1996,FL,16,Stuber,democrat,35.997173
1996,FL,16,Foley,republican,64.002827
1996,FL,17,Meek,democrat,88.754519
1996,FL,17,Rolle,republican,11.245481
1996,FL,18,Ros-lehtinen,republican,99.995148
1996,FL,19,Kennedy,republican,34.425968
1996,FL,19,Wexler,democrat,65.574032
1996,FL,20,Deutsch,democrat,64.993695
1996,FL,20,Jacobs,republican,35.006305
1996,FL,21,Diaz-balart,republican,100.000000
1996,FL,22,Shaw,republican,61.863141
1996,FL,22,Cooper,democrat,38.136343
1996,FL,23,Hastings,democrat,73.450093
1996,FL,23,Brown,republican,26.534809
1996,GA,1,Kaszans,democrat,31.790151
1996,GA,1,Kingston,republican,68.209849
1996,GA,2,Ealum,republican,46.033338
1996,GA,2,Bishop,democrat,53.966662
1996,GA,3,Chafin,democrat,38.893434
1996,GA,3,Collins,republican,61.106566
1996,GA,4,McKinney,democrat,57.761354
1996,GA,4,Mitnick,republican,42.238646
1996,GA,5,Lewis,democrat,100.000000
1996,GA,6,Coles,democrat,42.196887
1996,GA,6,Gingrich,republican,57.803113
1996,GA,7,Watts,democrat,42.196063
1996,GA,7,Barr,republican,57.803937
1996,GA,8,Wiggins,democrat,47.441965
1996,GA,8,Chambliss,republican,52.558035
1996,GA,9,Poston,democrat,34.453050
1996,GA,9,Deal,republican,65.546950
1996,GA,10,Bell,democrat,47.654199
1996,GA,10,Norwood,republican,52.345801
1996,GA,11,Stephenson,democrat,35.693969
1996,GA,11,Linder,republican,64.306031
1996,HI,1,Abercrombie,democrat,50.365260
1996,HI,1,Swindle,republican,46.486766
1996,HI,1,Duering,non partisan,2.395968
1996,HI,1,Bedworth,natural law,0.752006
1996,HI,2,Crabbe,non partisan,4.267723
1996,HI,2,Pico,republican,30.795798
1996,HI,2,Mink,democrat,60.331670
1996,HI,2,Keefe,libertarian,2.635345
1996,HI,2,Toulon,natural law,1.969463
1996,ID,1,Chenoweth,republican,49.983005
1996,ID,1,Ellis,natural law,2.468105
1996,ID,1,Williams,democrat,47.548890
1996,ID,2,Seidl,democrat,29.498622
1996,ID,2,Butler,natural law,1.734802
1996,ID,2,Crapo,republican,68.766576
1996,IL,1,Rush,democrat,85.669061
1996,IL,1,Griffin,libertarian,1.698070
1996,IL,1,Naughton,republican,12.632869
1996,IL,2,Jackson,democrat,94.064061
1996,IL,2,Stratman,libertarian,5.927766
1996,IL,3,Skaritka,reform,1.735456
1996,IL,3,Nalepa,republican,32.019474
1996,IL,3,Lipinski,democrat,65.337087
1996,IL,3,Prazak,libertarian,0.907982
1996,IL,4,Passmore,libertarian,6.426730
1996,IL,4,Gutierrez,democrat,93.573270
1996,IL,5,Blagojevich,democrat,64.122371
1996,IL,5,Flanagan,republican,35.877629
1996,IL,6,Rosa,democrat,33.408917
1996,IL,6,Hyde,republican,64.286685
1996,IL,6,Meyers,libertarian,2.304398
1996,IL,7,Winter,natural law,0.425743
1996,IL,7,Borow,republican,15.042381
1996,IL,7,Stroud,independent,1.073470
1996,IL,7,Dixon,libertarian,0.867500
1996,IL,7,Davis,democrat,82.590905
1996,IL,8,Crane,republican,62.230827
1996,IL,8,Druck,libertarian,1.692117
1996,IL,8,Hull,democrat,36.077056
1996,IL,9,Walsh,republican,36.598464
1996,IL,9,Yates,democrat,63.401536
1996,IL,10,Torf,democrat,30.907624
1996,IL,10,Porter,republican,69.091392
1996,IL,11,Balanoff,democrat,48.231614
1996,IL,11,Weller,republican,51.768386
1996,IL,12,Costello,democrat,71.594939
1996,IL,12,Hunter,republican,26.579928
1996,IL,12,Nathan,libertarian,1.825133
1996,IL,13,Fawell,republican,59.934248
1996,IL,13,Hynes,democrat,40.065752
1996,IL,14,Mains,democrat,35.605756
1996,IL,14,Hastert,republican,64.394244
1996,IL,15,Prussing,democrat,42.667848
1996,IL,15,Ewing,republican,57.332152
1996,IL,16,Lee,democrat,39.708809
1996,IL,16,Manzullo,republican,60.291191
1996,IL,17,Herrmann,libertarian,0.832710
1996,IL,17,Evans,democrat,51.912637
1996,IL,17,Baker,republican,47.254653
1996,IL,18,Lahood,republican,59.253156
1996,IL,18,Curran,democrat,40.746844
1996,IL,19,Winters,republican,31.834170
1996,IL,19,Poshard,democrat,66.679834
1996,IL,19,Lacher,libertarian,0.532454
1996,IL,19,Riker,natural law,0.953542
1996,IL,20,Shimkus,republican,50.256423
1996,IL,20,Hoffman,democrat,49.741915
1996,IN,1,Crass,libertarian,1.627027
1996,IN,1,Petyo,republican,29.215019
1996,IN,1,Visclosky,democrat,69.157954
1996,IN,2,Zimmerman,libertarian,2.191345
1996,IN,2,Carmichael,democrat,39.977358
1996,IN,2,McIntosh,republican,57.831297
1996,IN,3,Roemer,democrat,57.922478
1996,IN,3,Taylor,libertarian,1.178337
1996,IN,3,Zakas,republican,40.899185
1996,IN,4,Souder,republican,58.372138
1996,IN,4,Houseman,democrat,39.320762
1996,IN,4,Bisson,libertarian,2.307100
1996,IN,5,Clark,democrat,30.115911
1996,IN,5,Lehman,libertarian,10.583058
1996,IN,5,Buyer,republican,59.301031
1996,IN,6,Burton,republican,74.922535
1996,IN,6,Peterson,libertarian,1.940223
1996,IN,6,Dillard-trammell,democrat,23.137243
1996,IN,7,Bourland,libertarian,3.395444
1996,IN,7,Pease,republican,61.956729
1996,IN,7,Hellmann,democrat,34.647827
1996,IN,8,Weinzapfel,democrat,48.303042
1996,IN,8,Hager,libertarian,1.729706
1996,IN,8,Hostettler,republican,49.967252
1996,IN,9,Feeney,libertarian,1.004655
1996,IN,9,Hamilton,democrat,56.480665
1996,IN,9,Leising,republican,42.514680
1996,IN,10,Angelo,libertarian,2.220292
1996,IN,10,Carson,democrat,52.945198
1996,IN,10,Blankenbaker,republican,44.834510
1996,IA,1,Rush,democrat,45.624213
1996,IA,1,Cuddehe,natural law,0.569919
1996,IA,1,Isenhour,nominated by petition,0.930923
1996,IA,1,Leach,republican,52.838967
1996,IA,2,Lamoureaux,natural law,0.322701
1996,IA,2,Smith,democrat,45.868219
1996,IA,2,Schoeman,libertarian,0.376623
1996,IA,2,Nussle,republican,53.432456
1996,IA,3,Kruse,libertarian,0.537057
1996,IA,3,Mahaffey,republican,47.640234
1996,IA,3,Rusk,working class,1.078872
1996,IA,3,Boswell,democrat,49.351357
1996,IA,3,Marcus,natural law,1.359872
1996,IA,4,Olsen,libertarian,0.448366
1996,IA,4,Badgett,natural law,0.470159
1996,IA,4,McBurney,democrat,46.700116
1996,IA,4,McBride,socialist workers,0.272895
1996,IA,4,Ganske,republican,52.013380
1996,IA,5,Smith,democrat,33.610669
1996,IA,5,Latham,republican,65.449998
1996,IA,5,Dimick,natural law,0.903854
1996,KS,1,Earnest,libertarian,2.028758
1996,KS,1,Divine,democrat,24.487545
1996,KS,1,Moran,republican,73.483697
1996,KS,2,Friedan,democrat,45.479574
1996,KS,2,Ryun,republican,52.202890
1996,KS,2,Clack,libertarian,2.317537
1996,KS,3,Hancock,democrat,45.422253
1996,KS,3,Clack,libertarian,1.343532
1996,KS,3,Snowbarger,republican,49.834207
1996,KS,3,Gardner,reform,3.400009
1996,KS,4,Tiahrt,republican,50.113304
1996,KS,4,Warren,libertarian,3.261035
1996,KS,4,Rathbun,democrat,46.625662
1996,KY,1,Null,democrat,46.447633
1996,KY,1,Whitfield,republican,53.552367
1996,KY,2,Wright,democrat,41.906575
1996,KY,2,Lewis,republican,58.093425
1996,KY,3,Ward,democrat,49.742212
1996,KY,3,Northup,republican,50.257788
1996,KY,4,Bowman,democrat,31.612664
1996,KY,4,Bunning,republican,68.387336
1996,KY,5,Rogers,republican,99.990666
1996,KY,6,Baesler,democrat,55.695089
1996,KY,6,Fletcher,republican,44.304911
1996,LA,1,Livingston,republican,100.000000
1996,LA,2,Jefferson,democrat,100.000000
1996,LA,3,Tauzin,republican,100.000000
1996,LA,4,McCrery,republican,100.000000
1996,LA,5,Thompson,democrat,41.723483
1996,LA,5,Cooksey,republican,58.276517
1996,LA,6,Baker,republican,100.000000
1996,LA,7,John,democrat,53.122002
1996,LA,7,Lundy,democrat,46.877998
1996,ME,1,Allen,democrat,55.303918
1996,ME,1,Longley,republican,44.675392
1996,ME,1,Other,independent,0.020690
1996,ME,2,Other,independent,0.016455
1996,ME,2,Baldacci,democrat,71.923357
1996,ME,2,Saucier,independent,3.253792
1996,ME,2,Young,republican,24.806397
1996,MD,1,Gilchrest,republican,61.553674
1996,MD,1,Eastaugh,democrat,38.437870
1996,MD,2,Ehrlich,republican,61.825088
1996,MD,2,Dejuliis,democrat,38.174912
1996,MD,3,Cardin,democrat,67.312196
1996,MD,3,McDonough,republican,32.687804
1996,MD,4,Wynn,democrat,85.191314
1996,MD,4,Kimble,republican,14.808686
1996,MD,5,Morgan,republican,43.082396
1996,MD,5,Hoyer,democrat,56.917604
1996,MD,6,Crawford,democrat,43.163037
1996,MD,6,Bartlett,republican,56.826270
1996,MD,7,Cummings,democrat,83.467803
1996,MD,7,Kondner,republican,16.531959
1996,MD,8,Mooers,democrat,38.623538
1996,MD,8,Morella,republican,61.224342
1996,MA,1,Olver,democrat,52.723868
1996,MA,1,Swift,republican,47.244310
1996,MA,1,Other,independent,0.031822
1996,MA,2,Neal,democrat,71.674193
1996,MA,2,Kaynor,natural law,2.253189
1996,MA,2,Steele,republican,21.936054
1996,MA,2,Other,independent,0.099380
1996,MA,2,Andrichak,independent,4.037184
1996,MA,3,Blute,republican,45.352944
1996,MA,3,Friedgen,natural law,1.317930
1996,MA,3,Other,independent,0.390832
1996,MA,3,McGovern,democrat,52.938294
1996,MA,4,Other,independent,0.035848
1996,MA,4,Raymond,republican,28.328339
1996,MA,4,Frank,democrat,71.635812
1996,MA,5,Other,independent,0.922560
1996,MA,5,Meehan,democrat,99.077440
1996,MA,6,Fritz,conservative,0.916133
1996,MA,6,Other,independent,0.214922
1996,MA,6,Gatchell,independent,0.739202
1996,MA,6,Tierney,democrat,48.123048
1996,MA,6,Torkildsen,republican,47.992793
1996,MA,6,McNulty,independent,1.517843
1996,MA,6,Smith,natural law,0.496058
1996,MA,7,Other,independent,0.043381
1996,MA,7,Long,republican,30.132508
1996,MA,7,Markey,democrat,69.824112
1996,MA,8,Other,independent,0.109380
1996,MA,8,Kennedy,democrat,84.254954
1996,MA,8,Hyde,republican,15.635666
1996,MA,9,Gryska,republican,27.746565
1996,MA,9,Other,independent,0.026874
1996,MA,9,Moakley,democrat,72.226561
1996,MA,10,Other,independent,0.251755
1996,MA,10,Teague,republican,41.740588
1996,MA,10,Laws,green,3.687784
1996,MA,10,Delahunt,democrat,54.319874
1996,MI,1,Carr,republican,27.242777
1996,MI,1,Conway,natural law,0.959925
1996,MI,1,Stupak,democrat,70.674595
1996,MI,1,Oleniczak,libertarian,1.102064
1996,MI,2,Hoekstra,republican,65.290739
1996,MI,2,Smith,libertarian,1.210738
1996,MI,2,Clark,natural law,0.538149
1996,MI,2,Kruszynski,democrat,32.960374
1996,MI,3,Haas,libertarian,1.211935
1996,MI,3,Anderson,natural law,0.703926
1996,MI,3,Ehlers,republican,68.597774
1996,MI,3,Flory,democrat,29.464911
1996,MI,4,Steele,libertarian,0.989367
1996,MI,4,Arnold,natural law,0.791494
1996,MI,4,Camp,republican,65.489134
1996,MI,4,Donaldson,democrat,32.707833
1996,MI,5,Barcia,democrat,69.999355
1996,MI,5,Sims,republican,28.202844
1996,MI,5,Owen,libertarian,1.250457
1996,MI,5,Ellison,natural law,0.547344
1996,MI,6,Annen,democrat,30.698897
1996,MI,6,Beavers,libertarian,1.561754
1996,MI,6,Upton,republican,67.723343
1996,MI,7,Smith,republican,55.020525
1996,MI,7,Broda,libertarian,1.414104
1996,MI,7,Tunnicliff,democrat,42.886101
1996,MI,7,Williamson,natural law,0.673091
1996,MI,8,Macdonald,libertarian,1.452296
1996,MI,8,Stabenow,democrat,53.765072
1996,MI,8,Allen,natural law,0.639834
1996,MI,8,Chrysler,republican,44.142798
1996,MI,9,Shulman,natural law,0.487482
1996,MI,9,Johnson,libertarian,1.501808
1996,MI,9,Kildee,democrat,59.196844
1996,MI,9,Nowak,republican,38.813866
1996,MI,10,Bonior,democrat,54.375494
1996,MI,10,Litle,natural law,0.512934
1996,MI,10,Scott,libertarian,1.533889
1996,MI,10,Heintz,republican,43.574408
1996,MI,11,Goldberg,natural law,1.101694
1996,MI,11,Knollenberg,republican,61.164462
1996,MI,11,Frumin,democrat,35.898965
1996,MI,11,Gach,libertarian,1.828876
1996,MI,12,Petrosoff,natural law,0.727001
1996,MI,12,Pappageorge,republican,40.537808
1996,MI,12,Titran,libertarian,1.333981
1996,MI,12,Levin,democrat,57.401210
1996,MI,13,Rivers,democrat,56.579576
1996,MI,13,Fitzsimmons,republican,41.312239
1996,MI,13,Cutter,workers world,0.448472
1996,MI,13,Hartnett,socialist equality,0.228799
1996,MI,13,Montgomery,libertarian,1.430685
1996,MI,14,Miller,natural law,0.400671
1996,MI,14,Conyers,democrat,85.862204
1996,MI,14,Ashe,republican,12.059317
1996,MI,14,Halyard,socialist equality,0.359297
1996,MI,14,Reid,no party affiliation,0.390321
1996,MI,14,Boman,libertarian,0.928169
1996,MI,15,Hume,republican,9.846178
1996,MI,15,Kilpatrick,democrat,88.370820
1996,MI,15,Carey,workers world,0.544895
1996,MI,15,Smith,natural law,0.403444
1996,MI,15,Warner,libertarian,0.834563
1996,MI,16,Hamze,natural law,0.461485
1996,MI,16,Dingell,democrat,62.039421
1996,MI,16,Sole,workers world,0.381700
1996,MI,16,Cain,libertarian,1.430242
1996,MI,16,Desana,republican,35.683916
1996,MN,1,Gutknecht,republican,52.750803
1996,MN,1,Rieder,democrat,47.249197
1996,MN,2,Bentz,reform,3.922219
1996,MN,2,Revier,republican,41.120558
1996,MN,2,Minge,democrat,54.919517
1996,MN,3,Ramstad,republican,70.204594
1996,MN,3,Leino,democrat,29.795406
1996,MN,4,Vacek,independent grass roots,1.054876
1996,MN,4,Gibbons,reform,3.647853
1996,MN,4,Willkie,grassroots,1.414458
1996,MN,4,Newinski,republican,36.822850
1996,MN,4,Vento,democrat,57.059963
1996,MN,5,Anderson,grassroots,5.331304
1996,MN,5,Uldrich,republican,28.494844
1996,MN,5,Benton,socialist workers,1.741173
1996,MN,5,Sabo,democrat,64.323019
1996,MN,6,Jude,republican,44.077326
1996,MN,6,Luther,democrat,55.814418
1996,MN,7,McKigney,republican,31.916453
1996,MN,7,Peterson,democrat,67.939857
1996,MN,8,Larson,republican,25.227175
1996,MN,8,Estes,reform,6.043118
1996,MN,8,Oberstar,democrat,67.311087
1996,MN,8,Fuhol,libertarian,1.339445
1996,MS,1,Wicker,republican,67.621307
1996,MS,1,Boyd,democrat,30.605686
1996,MS,1,Rouse,libertarian,1.246680
1996,MS,1,Lundemo,natural law,0.526327
1996,MS,2,Covington,republican,37.958391
