year,state_po,district,candidate,party,voteshare
1984,MS,5,Coate,democrat,15.337405
1984,MO,1,Rathbone,republican,31.734375
1984,MO,1,Clay,democrat,68.265625
1984,MO,2,Young,democrat,51.792522
1984,MO,2,Colopy,libertarian,0.663773
1984,MO,2,Buechner,republican,47.543706
1984,MO,3,Gephardt,democrat,100.000000
1984,MO,4,Skelton,democrat,66.926748
1984,MO,4,Russell,republican,33.073252
1984,MO,5,Roberts,libertarian,2.220664
1984,MO,5,Kenworthy,republican,31.757515
1984,MO,5,Wheat,democrat,66.021821
1984,MO,6,Coleman,republican,64.829357
1984,MO,6,Hensley,democrat,35.170643
1984,MO,7,Taylor,republican,69.606222
1984,MO,7,Young,democrat,30.393778
1984,MO,8,Emerson,republican,65.422119
1984,MO,8,Blue,democrat,34.577881
1984,MO,9,Volkmer,democrat,52.885899
1984,MO,9,Francke,republican,47.114101
1984,MT,1,Carlson,republican,31.942808
1984,MT,1,Warren,libertarian,2.408866
1984,MT,1,Williams,democrat,65.648326
1984,MT,2,Blaylock,democrat,34.077135
1984,MT,2,Marlenee,republican,65.922865
1984,NE,1,Other,independent,0.009330
1984,NE,1,Bauer,democrat,25.894273
1984,NE,1,Bereuter,republican,74.096397
1984,NE,2,Other,independent,0.134492
1984,NE,2,Cavanaugh,democrat,35.000442
1984,NE,2,Daub,republican,64.865066
1984,NE,3,Vickers,democrat,16.710444
1984,NE,3,Other,independent,0.006340
1984,NE,3,Smith,republican,83.283216
1984,NV,1,Cavnar,republican,42.439357
1984,NV,1,Reid,democrat,56.116398
1984,NV,1,Morris,libertarian,1.444245
1984,NV,2,Barbano,democrat,25.787618
1984,NV,2,Becan,libertarian,2.998444
1984,NV,2,Vucanovich,republican,71.213938
1984,NH,1,Dudley,democrat,40.346272
1984,NH,1,Smith,republican,58.601157
1984,NH,1,Muehlke,independent,0.753336
1984,NH,1,Erickson,libertarian,0.299235
1984,NH,2,Gregg,republican,76.187840
1984,NH,2,Converse,democrat,23.165818
1984,NH,2,Groupe,libertarian,0.646343
1984,NJ,1,Florio,democrat,71.855029
1984,NJ,1,Busch,republican,27.773710
1984,NJ,1,Zeldin,libertarian,0.371261
1984,NJ,2,Massie,republican,36.764062
1984,NJ,2,Hughes,democrat,63.235938
1984,NJ,3,Krushinski,christian american,0.521310
1984,NJ,3,Kennedy,republican,45.779393
1984,NJ,3,Howard,democrat,53.303955
1984,NJ,3,Erickson,citizens-socialist,0.395341
1984,NJ,4,Hedden,democrat,38.691391
1984,NJ,4,Smith,republican,61.308609
1984,NJ,5,Roukema,republican,71.170105
1984,NJ,5,Brunetto,democrat,28.829895
1984,NJ,6,Friedlander,libertarian,1.266503
1984,NJ,6,Dwyer,democrat,55.890230
1984,NJ,6,Adams,republican,42.843267
1984,NJ,7,Nelson,libertarian,0.357843
1984,NJ,7,Feeley,democrat,25.437787
1984,NJ,7,Rinaldo,republican,74.204369
1984,NJ,8,Page,republican,36.945537
1984,NJ,8,Roe,democrat,62.722353
1984,NJ,8,Maiullo,libertarian,0.332110
1984,NJ,9,Romano,republican,37.361256
1984,NJ,9,Torricelli,democrat,62.638744
1984,NJ,10,Rodino,democrat,83.669785
1984,NJ,10,Berkeley,republican,16.330215
1984,NJ,11,Gallo,republican,55.762203
1984,NJ,11,Minish,democrat,44.237797
1984,NJ,12,Kerr,libertarian,0.712803
1984,NJ,12,Courter,republican,64.978296
1984,NJ,12,Bearse,democrat,34.308902
1984,NJ,13,Smith,constitutional freedom,0.652091
1984,NJ,13,Smith,democrat,38.414422
1984,NJ,13,Doganiero,socialist labor,0.225393
1984,NJ,13,Saxton,republican,60.708095
1984,NJ,14,Shaw,politicians are crooks,1.047273
1984,NJ,14,Guarini,democrat,65.699675
1984,NJ,14,Magee,republican,33.253052
1984,NM,1,Ashbury,democrat,33.978536
1984,NM,1,Lujan,republican,64.935910
1984,NM,1,Curtis,libertarian,1.085555
1984,NM,2,Skeen,republican,74.329944
1984,NM,2,York,democrat,25.670056
1984,NM,3,Gallegos,republican,37.740680
1984,NM,3,Richardson,democrat,60.813878
1984,NM,3,Jones,libertarian,1.445442
1984,NY,1,Carney,republican,45.769422
1984,NY,1,Carney,conservative,5.161722
1984,NY,1,Carney,right to life,2.163905
1984,NY,1,Hochbrueckner,democrat,41.699573
1984,NY,1,Hochbrueckner,ratepayers against lilco,5.205378
1984,NY,2,Downey,democrat,51.724061
1984,NY,2,Aniboli,conservative,4.990953
1984,NY,2,Downey,independent,2.979782
1984,NY,2,Aniboli,right to life,1.512019
1984,NY,2,Aniboli,republican,38.793186
1984,NY,3,Quinn,republican,42.668324
1984,NY,3,Mrazek,democrat,50.982180
1984,NY,3,Capazzi,right to life,1.124492
1984,NY,3,Quinn,conservative,5.225004
1984,NY,4,Lent,republican,61.513982
1984,NY,4,Engelhard,liberal,1.097121
1984,NY,4,Dunkle,right to life,1.836398
1984,NY,4,Engelhard,democrat,28.134806
1984,NY,4,Lent,conservative,7.417694
1984,NY,5,DInnocenzo,democrat,34.989266
1984,NY,5,Callahan,right to life,1.607626
1984,NY,5,McGrath,republican,56.364119
1984,NY,5,McGrath,conservative,5.996643
1984,NY,5,DInnocenzo,ivs,0.308743
1984,NY,5,Olchin,liberal,0.733603
1984,NY,6,Addabbo,liberal,2.540341
1984,NY,6,Veltre,conservative,1.915418
1984,NY,6,Veltre,right to life,2.800783
1984,NY,6,Addabbo,democrat,80.207113
1984,NY,6,Veltre,republican,12.536345
1984,NY,7,Reifenkugel,republican,26.788803
1984,NY,7,Ackerman,democrat,65.566773
1984,NY,7,Reifenkugel,conservative,3.960466
1984,NY,7,Ackerman,liberal,3.683957
1984,NY,8,Scheuer,democrat,59.461017
1984,NY,8,Scheuer,liberal,3.309060
1984,NY,8,Brandofino,conservative,4.653215
1984,NY,8,Brandofino,republican,32.576708
1984,NY,9,Maltese,republican,39.968226
1984,NY,9,Maltese,conservative,5.510973
1984,NY,9,Manton,democrat,52.774699
1984,NY,9,Maltese,right to life,1.746102
1984,NY,10,Fox,republican,23.048652
1984,NY,10,Donohue,right to life,1.322566
1984,NY,10,Schumer,libertarian,3.474549
1984,NY,10,Fox,conservative,3.208285
1984,NY,10,Schumer,democrat,68.945947
1984,NY,11,Towns,democrat,81.175839
1984,NY,11,Towns,liberal,4.032021
1984,NY,11,Hendricks,republican,13.142725
1984,NY,11,Hamel,conservative,1.649415
1984,NY,12,Caesar,right to life,0.605586
1984,NY,12,Owens,liberal,4.062610
1984,NY,12,Caesar,conservative,1.110792
1984,NY,12,Owens,democrat,86.441052
1984,NY,12,Caesar,republican,7.779959
1984,NY,13,Solarz,democrat,62.590249
1984,NY,13,Solarz,liberal,3.314798
1984,NY,13,Levin,right to life,1.108922
1984,NY,13,Levin,republican,29.843554
1984,NY,13,Levin,conservative,3.142476
1984,NY,14,Molinari,conservative,7.565176
1984,NY,14,Molinari,republican,58.835730
1984,NY,14,Sheehy,democrat,29.838686
1984,NY,14,Molinari,right to life,3.760408
1984,NY,15,Stein,liberal,3.035179
1984,NY,15,Green,independent,2.773786
1984,NY,15,Green,republican,53.276785
1984,NY,15,Stein,democrat,40.914251
1984,NY,16,Bailey,socialist workers,0.904463
1984,NY,16,Berns,conservative,2.093115
1984,NY,16,Rangel,republican,11.056195
1984,NY,16,Rangel,democrat,85.946226
1984,NY,17,Weiss,liberal,5.491806
1984,NY,17,Steinman,conservative,1.841798
1984,NY,17,Katzman,republican,16.701507
1984,NY,17,Weiss,democrat,75.964889
1984,NY,18,Garcia,democrat,84.357611
1984,NY,18,Garcia,liberal,4.879163
1984,NY,18,Farrell,conservative,1.451291
1984,NY,18,Johnson,republican,9.311934
1984,NY,19,Biaggi,democrat,50.959710
1984,NY,19,Biaggi,republican,40.372633
1984,NY,19,Farrell,conservative,5.180416
1984,NY,19,Biaggi,liberal,3.487242
1984,NY,20,OGrady,right to life,1.663472
1984,NY,20,Dioguardi,republican,43.833343
1984,NY,20,Dioguardi,conservative,6.299537
1984,NY,20,Teicher,democrat,48.203648
1984,NY,21,Fish,republican,69.051569
1984,NY,21,Fish,conservative,9.280222
1984,NY,21,Grunberger,democrat,21.668208
1984,NY,22,Levine,liberal,1.390116
1984,NY,22,Levine,democrat,26.133805
1984,NY,22,Maggio,right to life,3.930903
1984,NY,22,Gilman,republican,68.545176
1984,NY,23,Wicks,nuclear freeze,1.640714
1984,NY,23,Stratton,democrat,77.794960
1984,NY,23,Ariza,socialist workers,0.265458
1984,NY,23,Wicks,republican,20.298868
1984,NY,24,Solomon,conservative,5.413747
1984,NY,24,Solomon,right to life,2.110104
1984,NY,24,Solomon,republican,65.631314
1984,NY,24,Bloch,democrat,26.844835
1984,NY,25,Ball,democrat,27.211583
1984,NY,25,Boehlert,republican,72.788417
1984,NY,26,Lammers,democrat,29.401355
1984,NY,26,Martin,republican,65.709983
1984,NY,26,Martin,conservative,4.888662
1984,NY,27,Wortley,republican,52.010509
1984,NY,27,Wortley,conservative,4.618749
1984,NY,27,Buckel,democrat,40.831542
1984,NY,27,Buckel,liberal,2.539200
1984,NY,28,Cook,republican,41.421437
1984,NY,28,McHugh,democrat,56.559403
1984,NY,28,Masterson,right to life,2.019160
1984,NY,29,Peters,right to life,2.034612
1984,NY,29,Horton,republican,69.646938
1984,NY,29,Toole,democrat,24.313155
1984,NY,29,Hale,conservative,4.005295
1984,NY,30,Call,democrat,45.428173
1984,NY,30,Eckert,republican,49.567582
1984,NY,30,Nero,workers world,0.164796
1984,NY,30,Eckert,conservative,4.839449
1984,NY,31,Kemp,republican,68.070454
1984,NY,31,Kemp,conservative,6.914401
1984,NY,31,Martinelli,liberal,1.177346
1984,NY,31,Martinelli,democrat,23.837800
1984,NY,32,Lafalce,democrat,65.828443
1984,NY,32,Murty,conservative,2.374911
1984,NY,32,Murty,right to life,1.330684
1984,NY,32,Lafalce,liberal,3.545020
1984,NY,32,Murty,republican,26.920942
1984,NY,33,Lewandowski,right to life,1.596377
1984,NY,33,Nowak,liberal,3.555114
1984,NY,33,Lewandowski,republican,18.698208
1984,NY,33,Nowak,democrat,74.013635
1984,NY,33,Lewandowski,conservative,2.136667
1984,NY,34,Emery,conservative,3.176870
1984,NY,34,Emery,republican,41.334520
1984,NY,34,Lundine,democrat,54.236642
1984,NY,34,Fisher,right to life,1.251968
1984,NC,1,Lee,republican,32.876241
1984,NC,1,Jones,democrat,67.123759
1984,NC,2,Hill,republican,32.287214
1984,NC,2,Valentine,democrat,67.712786
1984,NC,3,Whitley,democrat,64.105681
1984,NC,3,Moody,republican,35.894319
1984,NC,4,Andrews,democrat,49.358770
1984,NC,4,Cobey,republican,50.641230
1984,NC,5,Epperson,republican,49.253338
1984,NC,5,Neal,democrat,50.746662
1984,NC,6,Britt,democrat,49.275825
1984,NC,6,Coble,republican,50.584107
1984,NC,6,Farber,socialist workers,0.140068
1984,NC,7,Rhodes,republican,40.842331
1984,NC,7,Rose,democrat,59.157669
1984,NC,8,Blake,republican,49.138894
1984,NC,8,Hefner,democrat,50.861106
1984,NC,9,McMillan,republican,50.073449
1984,NC,9,Martin,democrat,49.926551
1984,NC,10,Poovey,democrat,26.631336
1984,NC,10,Broyhill,republican,73.368664
1984,NC,11,Hendon,republican,50.976540
1984,NC,11,Clarke,democrat,49.023460
1984,ND,0,Dorgan,democrat,78.699442
1984,ND,0,Altenburg,republican,21.300558
1984,OH,1,Luken,democrat,55.097481
1984,OH,1,Other,independent,4.632508
1984,OH,1,Murdock,republican,40.270011
1984,OH,2,Porter,democrat,31.401263
1984,OH,2,Gradison,republican,68.598737
1984,OH,3,Hall,democrat,100.000000
1984,OH,4,Sutton,democrat,22.473317
1984,OH,4,Oxley,republican,77.526683
1984,OH,5,Sherck,democrat,37.281152
1984,OH,5,Latta,republican,62.718848
1984,OH,6,Smith,democrat,25.995918
1984,OH,6,McEwan,republican,74.004082
1984,OH,7,Dewine,republican,76.680770
1984,OH,7,Scott,democrat,21.062647
1984,OH,7,Other,independent,2.256583
1984,OH,8,Kindness,republican,76.880019
1984,OH,8,Francis,democrat,23.119981
1984,OH,9,Venner,republican,43.371846
1984,OH,9,Other,independent,1.728173
1984,OH,9,Kaptur,democrat,54.899981
1984,OH,10,Miller,republican,73.022214
1984,OH,10,Buchanan,democrat,26.977786
1984,OH,11,Eckart,democrat,66.756949
1984,OH,11,Beagle,republican,33.243051
1984,OH,12,Kasich,republican,69.541926
1984,OH,12,Sloan,democrat,30.458074
1984,OH,13,Schaffner,republican,29.991547
1984,OH,13,Pease,democrat,66.374348
1984,OH,13,Other,independent,3.634104
1984,OH,14,Bender,republican,28.595795
1984,OH,14,Seiberling,democrat,71.404205
1984,OH,15,Wylie,republican,71.585232
1984,OH,15,Jager,democrat,28.414768
1984,OH,16,Gwin,democrat,27.583192
1984,OH,16,Regula,republican,72.416808
1984,OH,17,Other,independent,0.952914
1984,OH,17,Traficant,democrat,53.331079
1984,OH,17,Williams,republican,45.716007
1984,OH,18,Burt,republican,24.062599
1984,OH,18,Applegate,democrat,75.937401
1984,OH,19,Feighan,democrat,55.214979
1984,OH,19,Hatchadorian,republican,42.697922
1984,OH,19,Other,independent,2.087099
1984,OH,20,Oakar,democrat,99.976070
1984,OH,20,Other,independent,0.023930
1984,OH,21,Stokes,democrat,82.356664
1984,OH,21,Woodall,republican,14.702364
1984,OH,21,Other,independent,2.940971
1984,OK,1,Keating,republican,47.272494
1984,OK,1,Neal,libertarian,0.493368
1984,OK,1,Jones,democrat,52.234139
1984,OK,2,Synar,democrat,74.057186
1984,OK,2,Rice,republican,25.942814
1984,OK,3,Watkins,democrat,77.762121
1984,OK,3,Miller,republican,22.237879
1984,OK,4,McCurdy,democrat,63.617552
1984,OK,4,Mobley,libertarian,1.016049
1984,OK,4,Smith,republican,35.366399
1984,OK,5,Edwards,republican,75.628056
1984,OK,5,Robinson,libertarian,2.501035
1984,OK,5,Greeson,democrat,21.870909
1984,OK,6,English,democrat,58.928886
1984,OK,6,Dodd,republican,41.071114
1984,OR,1,Other,independent,0.010358
1984,OR,1,Moshofsky,republican,46.897766
1984,OR,1,Aucoin,democrat,53.091876
1984,OR,2,Smith,republican,56.973448
1984,OR,2,Other,independent,0.010738
1984,OR,2,Willis,democrat,43.015814
1984,OR,3,Wyden,democrat,72.296861
1984,OR,3,Other,independent,0.027095
1984,OR,3,Davis,republican,27.676044
1984,OR,4,Weaver,democrat,58.169728
1984,OR,4,Long,republican,41.825937
1984,OR,4,Other,independent,0.004335
1984,OR,5,Other,independent,0.029656
1984,OR,5,Smith,republican,54.476346
1984,OR,5,McFarland,democrat,45.493998
1984,PA,1,Biase,republican,25.070062
1984,PA,1,Foglietta,democrat,74.929938
1984,PA,2,Gray,democrat,91.007059
1984,PA,2,Karlin,socialist workers,0.720398
1984,PA,2,Sharper,republican,8.272544
1984,PA,3,Hughes,independent,0.347592
1984,PA,3,Becker,republican,35.746652
1984,PA,3,Borski,democrat,63.905757
1984,PA,4,Kolter,democrat,56.790283
1984,PA,4,Kunder,republican,43.209717
1984,PA,5,Fanti,democrat,27.402570
1984,PA,5,Schulze,republican,72.597430
1984,PA,6,Yatron,republican,100.000000
1984,PA,7,Weldon,republican,49.917104
1984,PA,7,Edgar,democrat,50.082896
1984,PA,8,Kostmayer,democrat,50.892728
1984,PA,8,Christian,republican,49.107272
1984,PA,9,Shuster,republican,66.542874
1984,PA,9,Kulp,democrat,33.457126
1984,PA,10,McDade,republican,77.112208
1984,PA,10,Basalyga,democrat,22.887792
1984,PA,11,Hudock,republican,41.427815
1984,PA,11,Kanjorski,democrat,58.572185
1984,PA,12,Fullard,republican,29.536130
1984,PA,12,Murtha,democrat,69.094162
1984,PA,12,Krill,american eagle,1.369708
1984,PA,13,Coughlin,republican,56.114686
1984,PA,13,Hoeffel,democrat,43.885314
1984,PA,14,Caligiuri,libertarian,3.133346
1984,PA,14,Clark,republican,19.932927
1984,PA,14,Duncan,socialist workers,0.310575
1984,PA,14,Coyne,democrat,76.623152
1984,PA,15,Ritter,republican,58.125250
1984,PA,15,Wells-schooley,democrat,41.874750
1984,PA,16,Bard,democrat,22.200436
1984,PA,16,Walker,republican,77.799564
1984,PA,17,Anderson,democrat,27.391394
1984,PA,17,Gekas,republican,72.608606
1984,PA,18,Maxwell,republican,36.698129
1984,PA,18,Mulholland,libertarian,0.561871
1984,PA,18,Walgren,democrat,62.740001
1984,PA,19,Shoemaker,libertarian,0.765227
1984,PA,19,Goodling,republican,75.610200
1984,PA,19,Rarig,democrat,23.624573
1984,PA,20,Lloyd,republican,24.041857
1984,PA,20,Gaydos,democrat,75.958143
1984,PA,21,Young,democrat,34.144158
1984,PA,21,Ridge,republican,65.447220
1984,PA,21,Hammer,independent,0.408622
1984,PA,22,Fraenzl,socialist workers,0.597651
1984,PA,22,Murphy,democrat,78.956735
1984,PA,22,Pryor,republican,20.445615
1984,PA,23,Wachob,democrat,48.370118
1984,PA,23,Clinger,republican,51.629882
1984,RI,1,Germain,democrat,68.508473
1984,RI,1,Rego,republican,31.491527
1984,RI,2,Schneider,republican,67.606471
1984,RI,2,Sinapi,democrat,32.393529
1984,SC,1,Pendarvis,democrat,38.265495
1984,SC,1,Hartnett,republican,61.734505
1984,SC,2,Spence,republican,62.108179
1984,SC,2,Mosely,democrat,36.736828
1984,SC,2,Sullivan,libertarian,1.154993
1984,SC,3,Madden,libertarian,0.992337
1984,SC,3,Taylor,republican,40.573453
1984,SC,3,Derrick,democrat,58.434210
1984,SC,4,Smith,democrat,35.185861
1984,SC,4,Pike,libertarian,0.870311
1984,SC,4,Campbell,republican,63.943828
1984,SC,5,Blevins,libertarian,3.900607
1984,SC,5,Spratt,democrat,91.818512
1984,SC,5,Winchester,american,4.280881
1984,SC,6,Tallon,democrat,59.937555
1984,SC,6,Eargle,republican,38.800005
1984,SC,6,Thompson,libertarian,1.262440
1984,SD,0,Daschle,democrat,57.365079
1984,SD,0,Bell,republican,42.634921
1984,TN,1,Quillen,republican,99.969147
1984,TN,1,Other,independent,0.030853
1984,TN,2,Bowen,democrat,22.656938
1984,TN,2,Duncan,republican,77.341312
1984,TN,2,Other,independent,0.001750
1984,TN,3,Lloyd,democrat,52.437488
1984,TN,3,Other,independent,0.001054
1984,TN,3,Davis,republican,47.561458
1984,TN,4,Seigneur,republican,24.836020
1984,TN,4,Cooper,democrat,75.160776
1984,TN,4,Other,independent,0.003204
1984,TN,5,Boner,democrat,99.961674
1984,TN,5,Other,independent,0.038326
1984,TN,6,Simpkins,republican,37.181168
1984,TN,6,Gordon,democrat,62.808565
1984,TN,6,Other,independent,0.010268
1984,TN,7,Sundquist,republican,99.980425
1984,TN,7,Other,independent,0.019575
1984,TN,8,Jones,democrat,99.987360
1984,TN,8,Other,independent,0.012640
1984,TN,9,Ford,democrat,71.544314
1984,TN,9,Thompson,republican,28.453005
1984,TN,9,Other,independent,0.002681
1984,TX,1,Hall,democrat,100.000000
1984,TX,2,Wilson,democrat,59.259317
1984,TX,2,Dugas,republican,40.740683
1984,TX,3,Bartlett,republican,82.992938
1984,TX,3,Westbrook,democrat,17.007062
1984,TX,4,Hall,democrat,57.957387
1984,TX,4,Blow,republican,42.023894
1984,TX,4,Other,independent,0.018719
1984,TX,5,Bryant,democrat,100.000000
1984,TX,6,Barton,republican,56.604716
1984,TX,6,Kubiak,democrat,43.395284
1984,TX,7,Willibey,democrat,13.330491
1984,TX,7,Archer,republican,86.669509
1984,TX,8,Fields,republican,64.551150
1984,TX,8,Buford,democrat,35.448850
1984,TX,9,Mahan,republican,41.151978
1984,TX,9,Brooks,democrat,58.848022
1984,TX,10,Other,independent,0.180957
1984,TX,10,Pickle,democrat,99.819043
1984,TX,11,Leath,democrat,100.000000
1984,TX,12,Other,independent,0.002822
1984,TX,12,Wright,democrat,99.997178
1984,TX,13,Hightower,democrat,46.986456
1984,TX,13,Boulter,republican,53.013544
1984,TX,14,Sweeney,republican,51.304010
1984,TX,14,Patman,democrat,48.695990
1984,TX,15,Garza,democrat,100.000000
1984,TX,16,Coleman,democrat,57.440360
1984,TX,16,Hammond,republican,42.559640
1984,TX,17,Stenholm,democrat,100.000000
1984,TX,18,Other,independent,0.014377
1984,TX,18,Leland,democrat,78.805262
1984,TX,18,Beaman,republican,18.977787
1984,TX,18,Alvardo,independent,2.202574
1984,TX,19,Richards,democrat,41.868487
1984,TX,19,Combest,republican,58.131513
1984,TX,20,Gonzales,democrat,100.000000
1984,TX,21,Other,independent,0.012904
1984,TX,21,Sullivan,democrat,19.372127
1984,TX,21,Loeffler,republican,80.614969
1984,TX,22,Other,independent,0.016167
1984,TX,22,Williams,democrat,34.677785
1984,TX,22,Delay,republican,65.306048
1984,TX,23,Bustamente,democrat,100.000000
1984,TX,24,Frost,democrat,59.468228
1984,TX,24,Other,independent,0.002826
1984,TX,24,Burk,republican,40.528946
1984,TX,25,Andrews,democrat,64.043390
1984,TX,25,Patterson,republican,35.956610
1984,TX,26,Armey,republican,51.252155
1984,TX,26,Vandergriff,democrat,48.747036
1984,TX,26,Other,independent,0.000809
1984,TX,27,Moore,republican,36.359085
1984,TX,27,Ortiz,democrat,63.640915
1984,UT,1,Abrams,democrat,28.208373
1984,UT,1,Marshall,libertarian,0.570953
1984,UT,1,Hansen,republican,71.220674
1984,UT,2,Butler,libertarian,0.681033
1984,UT,2,Farley,democrat,49.133508
1984,UT,2,Monson,republican,49.365508
