date,region,candidate,party,voteshare,version
11/6/2012,Boundary__ID,Other,NA,0.0398327464788732,20191203
11/6/2012,Bourbon__KS,Obama,democrat,0.319155740326191,20191203
11/6/2012,Bourbon__KS,Romney,republican,0.655900223856732,20191203
11/6/2012,Bourbon__KS,Other,NA,0.0249440358170771,20191203
11/6/2012,Bourbon__KY,Obama,democrat,0.388110564180235,20191203
11/6/2012,Bourbon__KY,Romney,republican,0.592199924271109,20191203
11/6/2012,Bourbon__KY,Other,NA,0.0196895115486558,20191203
11/6/2012,Bowie__TX,Obama,democrat,0.287990057620608,20191203
11/6/2012,Bowie__TX,Romney,republican,0.702434753135239,20191203
11/6/2012,Bowie__TX,Other,NA,0.0095751892441532,20191203
11/6/2012,Bowman__ND,Obama,democrat,0.238341968911917,20191203
11/6/2012,Bowman__ND,Romney,republican,0.736902705814623,20191203
11/6/2012,Bowman__ND,Other,NA,0.02475532527346,20191203
11/6/2012,Box_Butte__NE,Obama,democrat,0.3596174282678,20191203
11/6/2012,Box_Butte__NE,Romney,republican,0.609776833156217,20191203
11/6/2012,Box_Butte__NE,Other,NA,0.030605738575983,20191203
11/6/2012,Box_Elder__UT,Obama,democrat,0.102225886232481,20191203
11/6/2012,Box_Elder__UT,Romney,republican,0.881131492168178,20191203
11/6/2012,Box_Elder__UT,Other,NA,0.0166426215993405,20191203
11/6/2012,Boyd__KY,Obama,democrat,0.408210404745656,20191203
11/6/2012,Boyd__KY,Romney,republican,0.571368575778256,20191203
11/6/2012,Boyd__KY,Other,NA,0.020421019476088,20191203
11/6/2012,Boyd__NE,Obama,democrat,0.175536881419234,20191203
11/6/2012,Boyd__NE,Romney,republican,0.815126050420168,20191203
11/6/2012,Boyd__NE,Other,NA,0.00933706816059757,20191203
11/6/2012,Boyle__KY,Obama,democrat,0.361351329507799,20191203
11/6/2012,Boyle__KY,Romney,republican,0.62256526307282,20191203
11/6/2012,Boyle__KY,Other,NA,0.0160834074193809,20191203
11/6/2012,Bracken__KY,Obama,democrat,0.354888613861386,20191203
11/6/2012,Bracken__KY,Romney,republican,0.627784653465347,20191203
11/6/2012,Bracken__KY,Other,NA,0.0173267326732673,20191203
11/6/2012,Bradford__FL,Obama,democrat,0.285775676837129,20191203
11/6/2012,Bradford__FL,Romney,republican,0.706403094112591,20191203
11/6/2012,Bradford__FL,Other,NA,0.00782122905027933,20191203
11/6/2012,Bradford__PA,Obama,democrat,0.368137966362162,20191203
11/6/2012,Bradford__PA,Romney,republican,0.615128489712285,20191203
11/6/2012,Bradford__PA,Other,NA,0.0167335439255528,20191203
11/6/2012,Bradley__AR,Obama,democrat,0.396768893756846,20191203
11/6/2012,Bradley__AR,Romney,republican,0.58433734939759,20191203
11/6/2012,Bradley__AR,Other,NA,0.0188937568455641,20191203
11/6/2012,Bradley__TN,Obama,democrat,0.223479687456553,20191203
11/6/2012,Bradley__TN,Romney,republican,0.762505908850763,20191203
11/6/2012,Bradley__TN,Other,NA,0.0140144036926841,20191203
11/6/2012,Branch__MI,Obama,democrat,0.403160902781828,20191203
11/6/2012,Branch__MI,Romney,republican,0.585233568554266,20191203
11/6/2012,Branch__MI,Other,NA,0.0116055286639062,20191203
11/6/2012,Brantley__GA,Obama,democrat,0.156447850716428,20191203
11/6/2012,Brantley__GA,Romney,republican,0.82705764745085,20191203
11/6/2012,Brantley__GA,Other,NA,0.0164945018327224,20191203
11/6/2012,Braxton__WV,Obama,democrat,0.415903413821815,20191203
11/6/2012,Braxton__WV,Romney,republican,0.567235636969192,20191203
11/6/2012,Braxton__WV,Other,NA,0.0168609492089925,20191203
11/6/2012,Brazoria__TX,Obama,democrat,0.322478194474372,20191203
11/6/2012,Brazoria__TX,Romney,republican,0.663881055659131,20191203
11/6/2012,Brazoria__TX,Other,NA,0.0136407498664968,20191203
11/6/2012,Brazos__TX,Obama,democrat,0.312301204388692,20191203
11/6/2012,Brazos__TX,Romney,republican,0.664897609091884,20191203
11/6/2012,Brazos__TX,Other,NA,0.0228011865194239,20191203
11/6/2012,Breathitt__KY,Obama,democrat,0.311900958466454,20191203
11/6/2012,Breathitt__KY,Romney,republican,0.662539936102236,20191203
11/6/2012,Breathitt__KY,Other,NA,0.0255591054313099,20191203
11/6/2012,Breckinridge__KY,Obama,democrat,0.354498682394278,20191203
11/6/2012,Breckinridge__KY,Romney,republican,0.630568452754423,20191203
11/6/2012,Breckinridge__KY,Other,NA,0.0149328648512988,20191203
11/6/2012,Bremer__IA,Obama,democrat,0.506743593586093,20191203
11/6/2012,Bremer__IA,Romney,republican,0.479919076876967,20191203
11/6/2012,Bremer__IA,Other,NA,0.0133373295369399,20191203
11/6/2012,Brevard__FL,Obama,democrat,0.430709590662525,20191203
11/6/2012,Brevard__FL,Romney,republican,0.55785319321051,20191203
11/6/2012,Brevard__FL,Other,NA,0.011437216126965,20191203
11/6/2012,Brewster__TX,Obama,democrat,0.456426170157745,20191203
11/6/2012,Brewster__TX,Romney,republican,0.510990431859322,20191203
11/6/2012,Brewster__TX,Other,NA,0.0325833979829325,20191203
11/6/2012,Briscoe__TX,Obama,democrat,0.166666666666667,20191203
11/6/2012,Briscoe__TX,Romney,republican,0.823361823361823,20191203
11/6/2012,Briscoe__TX,Other,NA,0.00997150997150997,20191203
11/6/2012,Bristol__MA,Obama,democrat,0.591953094915717,20191203
11/6/2012,Bristol__MA,Romney,republican,0.388192572533529,20191203
11/6/2012,Bristol__MA,Other,NA,0.0198543325507538,20191203
11/6/2012,Bristol__RI,Obama,democrat,0.606824444804669,20191203
11/6/2012,Bristol__RI,Romney,republican,0.374088182849733,20191203
11/6/2012,Bristol__RI,Other,NA,0.019087372345599,20191203
11/6/2012,Bristol__VA,Obama,democrat,0.337349397590361,20191203
11/6/2012,Bristol__VA,Romney,republican,0.647082712873968,20191203
11/6/2012,Bristol__VA,Other,NA,0.0155678895356708,20191203
11/6/2012,Broadwater__MT,Obama,democrat,0.253736300232481,20191203
11/6/2012,Broadwater__MT,Romney,republican,0.714712720026569,20191203
11/6/2012,Broadwater__MT,Other,NA,0.0315509797409499,20191203
11/6/2012,Bronx__NY,Obama,democrat,0.902144548037984,20191203
11/6/2012,Bronx__NY,Romney,republican,0.0719342992876671,20191203
11/6/2012,Bronx__NY,Other,NA,0.025921152674349,20191203
11/6/2012,Brooke__WV,Obama,democrat,0.430923176242737,20191203
11/6/2012,Brooke__WV,Romney,republican,0.544437271357865,20191203
11/6/2012,Brooke__WV,Other,NA,0.0246395523993975,20191203
11/6/2012,Brookings__SD,Obama,democrat,0.46991935483871,20191203
11/6/2012,Brookings__SD,Romney,republican,0.501612903225806,20191203
11/6/2012,Brookings__SD,Other,NA,0.0284677419354839,20191203
11/6/2012,Brooks__GA,Obama,democrat,0.465440522100267,20191203
11/6/2012,Brooks__GA,Romney,republican,0.527143280925541,20191203
11/6/2012,Brooks__GA,Other,NA,0.00741619697419163,20191203
11/6/2012,Brooks__TX,Obama,democrat,0.784852267998335,20191203
11/6/2012,Brooks__TX,Romney,republican,0.210986267166042,20191203
11/6/2012,Brooks__TX,Other,NA,0.00416146483562214,20191203
11/6/2012,Broome__NY,Obama,democrat,0.490050879666524,20191203
11/6/2012,Broome__NY,Romney,republican,0.425525654386072,20191203
11/6/2012,Broome__NY,Other,NA,0.0844234659474039,20191203
11/6/2012,Broomfield__CO,Obama,democrat,0.517619062147237,20191203
11/6/2012,Broomfield__CO,Romney,republican,0.457882051438509,20191203
11/6/2012,Broomfield__CO,Other,NA,0.0244988864142539,20191203
11/6/2012,Broward__FL,Obama,democrat,0.671995261904069,20191203
11/6/2012,Broward__FL,Romney,republican,0.32270478648162,20191203
11/6/2012,Broward__FL,Other,NA,0.00529995161431053,20191203
11/6/2012,Brown__IL,Obama,democrat,0.332910321489002,20191203
11/6/2012,Brown__IL,Romney,republican,0.640016920473773,20191203
11/6/2012,Brown__IL,Other,NA,0.027072758037225,20191203
11/6/2012,Brown__IN,Obama,democrat,0.402419779063651,20191203
11/6/2012,Brown__IN,Romney,republican,0.569700157811678,20191203
11/6/2012,Brown__IN,Other,NA,0.0278800631246712,20191203
11/6/2012,Brown__KS,Obama,democrat,0.269471575256699,20191203
11/6/2012,Brown__KS,Romney,republican,0.708489857250188,20191203
11/6/2012,Brown__KS,Other,NA,0.0220385674931129,20191203
11/6/2012,Brown__MN,Obama,democrat,0.404192691506928,20191203
11/6/2012,Brown__MN,Romney,republican,0.569890157225932,20191203
11/6/2012,Brown__MN,Other,NA,0.0259171512671405,20191203
11/6/2012,Brown__NE,Obama,democrat,0.144051446945338,20191203
11/6/2012,Brown__NE,Romney,republican,0.837299035369775,20191203
11/6/2012,Brown__NE,Other,NA,0.0186495176848875,20191203
11/6/2012,Brown__OH,Obama,democrat,0.366491336633663,20191203
11/6/2012,Brown__OH,Romney,republican,0.614480198019802,20191203
11/6/2012,Brown__OH,Other,NA,0.0190284653465347,20191203
11/6/2012,Brown__SD,Obama,democrat,0.451207368683097,20191203
11/6/2012,Brown__SD,Romney,republican,0.517861588249938,20191203
11/6/2012,Brown__SD,Other,NA,0.0309310430669654,20191203
11/6/2012,Brown__TX,Obama,democrat,0.136516813651681,20191203
11/6/2012,Brown__TX,Romney,republican,0.852871585287159,20191203
11/6/2012,Brown__TX,Other,NA,0.0106116010611601,20191203
11/6/2012,Brown__WI,Obama,democrat,0.48496835443038,20191203
11/6/2012,Brown__WI,Romney,republican,0.502885331347729,20191203
11/6/2012,Brown__WI,Other,NA,0.0121463142218913,20191203
11/6/2012,Brule__SD,Obama,democrat,0.346364018495166,20191203
11/6/2012,Brule__SD,Romney,republican,0.630096679277007,20191203
11/6/2012,Brule__SD,Other,NA,0.0235393022278268,20191203
11/6/2012,Brunswick__NC,Obama,democrat,0.384191625117674,20191203
11/6/2012,Brunswick__NC,Romney,republican,0.605679718280395,20191203
11/6/2012,Brunswick__NC,Other,NA,0.0101286566019316,20191203
11/6/2012,Brunswick__VA,Obama,democrat,0.621376135373896,20191203
11/6/2012,Brunswick__VA,Romney,republican,0.369292024387209,20191203
11/6/2012,Brunswick__VA,Other,NA,0.00933184023889511,20191203
11/6/2012,Bryan__GA,Obama,democrat,0.275551921504497,20191203
11/6/2012,Bryan__GA,Romney,republican,0.710622166059615,20191203
11/6/2012,Bryan__GA,Other,NA,0.0138259124358879,20191203
11/6/2012,Bryan__OK,Obama,democrat,0.278842511930914,20191203
11/6/2012,Bryan__OK,Romney,republican,0.721157488069086,20191203
11/6/2012,Bryan__OK,Other,NA,0,20191203
11/6/2012,Buchanan__IA,Obama,democrat,0.561082107261509,20191203
11/6/2012,Buchanan__IA,Romney,republican,0.422401518747034,20191203
11/6/2012,Buchanan__IA,Other,NA,0.016516373991457,20191203
11/6/2012,Buchanan__MO,Obama,democrat,0.444197573064433,20191203
11/6/2012,Buchanan__MO,Romney,republican,0.531533071269868,20191203
11/6/2012,Buchanan__MO,Other,NA,0.0242693556656982,20191203
11/6/2012,Buchanan__VA,Obama,democrat,0.320754716981132,20191203
11/6/2012,Buchanan__VA,Romney,republican,0.66721957287995,20191203
11/6/2012,Buchanan__VA,Other,NA,0.0120257101389177,20191203
11/6/2012,Buckingham__VA,Obama,democrat,0.502883196996111,20191203
11/6/2012,Buckingham__VA,Romney,republican,0.478610701354432,20191203
11/6/2012,Buckingham__VA,Other,NA,0.0185061016494569,20191203
11/6/2012,Bucks__PA,Obama,democrat,0.500040496423854,20191203
11/6/2012,Bucks__PA,Romney,republican,0.487760734667431,20191203
11/6/2012,Bucks__PA,Other,NA,0.0121987689087148,20191203
11/6/2012,Buena_Vista__IA,Obama,democrat,0.441369438148634,20191203
11/6/2012,Buena_Vista__IA,Romney,republican,0.543242276034832,20191203
11/6/2012,Buena_Vista__IA,Other,NA,0.0153882858165335,20191203
11/6/2012,Buena_Vista__VA,Obama,democrat,0.36381631037213,20191203
11/6/2012,Buena_Vista__VA,Romney,republican,0.619160728424386,20191203
11/6/2012,Buena_Vista__VA,Other,NA,0.0170229612034838,20191203
11/6/2012,Buffalo__NE,Obama,democrat,0.275792936822084,20191203
11/6/2012,Buffalo__NE,Romney,republican,0.69757877962268,20191203
11/6/2012,Buffalo__NE,Other,NA,0.0266282835552357,20191203
11/6/2012,Buffalo__SD,Obama,democrat,0.736349453978159,20191203
11/6/2012,Buffalo__SD,Romney,republican,0.258970358814353,20191203
11/6/2012,Buffalo__SD,Other,NA,0.0046801872074883,20191203
11/6/2012,Buffalo__WI,Obama,democrat,0.507174314533314,20191203
11/6/2012,Buffalo__WI,Romney,republican,0.477908793862765,20191203
11/6/2012,Buffalo__WI,Other,NA,0.014916891603921,20191203
11/6/2012,Bullitt__KY,Obama,democrat,0.313760659555052,20191203
11/6/2012,Bullitt__KY,Romney,republican,0.6704427452091,20191203
11/6/2012,Bullitt__KY,Other,NA,0.0157965952358476,20191203
11/6/2012,Bulloch__GA,Obama,democrat,0.3982976956612,20191203
11/6/2012,Bulloch__GA,Romney,republican,0.588499065808595,20191203
11/6/2012,Bulloch__GA,Other,NA,0.0132032385302055,20191203
11/6/2012,Bullock__AL,Obama,democrat,0.763059000375799,20191203
11/6/2012,Bullock__AL,Romney,republican,0.235062006764374,20191203
11/6/2012,Bullock__AL,Other,NA,0.00187899285982713,20191203
11/6/2012,Buncombe__NC,Obama,democrat,0.55307135697281,20191203
11/6/2012,Buncombe__NC,Romney,republican,0.428368938729483,20191203
11/6/2012,Buncombe__NC,Other,NA,0.0185597042977071,20191203
11/6/2012,Bureau__IL,Obama,democrat,0.489086645421201,20191203
11/6/2012,Bureau__IL,Romney,republican,0.49089050568216,20191203
11/6/2012,Bureau__IL,Other,NA,0.0200228488966388,20191203
11/6/2012,Burke__GA,Obama,democrat,0.552715001533899,20191203
11/6/2012,Burke__GA,Romney,republican,0.439820022497188,20191203
11/6/2012,Burke__GA,Other,NA,0.00746497596891298,20191203
11/6/2012,Burke__NC,Obama,democrat,0.374917907180385,20191203
11/6/2012,Burke__NC,Romney,republican,0.60932027145359,20191203
11/6/2012,Burke__NC,Other,NA,0.0157618213660245,20191203
11/6/2012,Burke__ND,Obama,democrat,0.224828934506354,20191203
11/6/2012,Burke__ND,Romney,republican,0.751710654936461,20191203
11/6/2012,Burke__ND,Other,NA,0.0234604105571848,20191203
11/6/2012,Burleigh__ND,Obama,democrat,0.325489201834651,20191203
11/6/2012,Burleigh__ND,Romney,republican,0.644225228755157,20191203
11/6/2012,Burleigh__ND,Other,NA,0.030285569410192,20191203
11/6/2012,Burleson__TX,Obama,democrat,0.26409541511772,20191203
11/6/2012,Burleson__TX,Romney,republican,0.723513011152416,20191203
11/6/2012,Burleson__TX,Other,NA,0.0123915737298637,20191203
11/6/2012,Burlington__NJ,Obama,democrat,0.585252111736811,20191203
11/6/2012,Burlington__NJ,Romney,republican,0.404754186425608,20191203
11/6/2012,Burlington__NJ,Other,NA,0.00999370183758151,20191203
11/6/2012,Burnet__TX,Obama,democrat,0.218742557751846,20191203
11/6/2012,Burnet__TX,Romney,republican,0.764646344367707,20191203
11/6/2012,Burnet__TX,Other,NA,0.0166110978804477,20191203
11/6/2012,Burnett__WI,Obama,democrat,0.459375360147516,20191203
11/6/2012,Burnett__WI,Romney,republican,0.52437478391149,20191203
11/6/2012,Burnett__WI,Other,NA,0.0162498559409934,20191203
11/6/2012,Burt__NE,Obama,democrat,0.382518518518519,20191203
11/6/2012,Burt__NE,Romney,republican,0.601185185185185,20191203
11/6/2012,Burt__NE,Other,NA,0.0162962962962963,20191203
11/6/2012,Butler__AL,Obama,democrat,0.4606149957877,20191203
11/6/2012,Butler__AL,Romney,republican,0.535699241786015,20191203
11/6/2012,Butler__AL,Other,NA,0.00368576242628475,20191203
11/6/2012,Butler__IA,Obama,democrat,0.441219350563287,20191203
11/6/2012,Butler__IA,Romney,republican,0.544201457919152,20191203
11/6/2012,Butler__IA,Other,NA,0.0145791915175613,20191203
11/6/2012,Butler__KS,Obama,democrat,0.279164270653632,20191203
11/6/2012,Butler__KS,Romney,republican,0.69607053862373,20191203
11/6/2012,Butler__KS,Other,NA,0.0247651907226375,20191203
11/6/2012,Butler__KY,Obama,democrat,0.255533596837945,20191203
11/6/2012,Butler__KY,Romney,republican,0.734387351778656,20191203
11/6/2012,Butler__KY,Other,NA,0.0100790513833992,20191203
11/6/2012,Butler__MO,Obama,democrat,0.25833382675114,20191203
11/6/2012,Butler__MO,Romney,republican,0.725205755225295,20191203
11/6/2012,Butler__MO,Other,NA,0.0164604180235656,20191203
11/6/2012,Butler__NE,Obama,democrat,0.270795542886758,20191203
11/6/2012,Butler__NE,Romney,republican,0.709510235812387,20191203
11/6/2012,Butler__NE,Other,NA,0.0196942213008551,20191203
11/6/2012,Butler__OH,Obama,democrat,0.366576375954075,20191203
11/6/2012,Butler__OH,Romney,republican,0.617988025218725,20191203
11/6/2012,Butler__OH,Other,NA,0.0154355988272,20191203
11/6/2012,Butler__PA,Obama,democrat,0.319190564033764,20191203
11/6/2012,Butler__PA,Romney,republican,0.668131253843144,20191203
11/6/2012,Butler__PA,Other,NA,0.0126781821230924,20191203
11/6/2012,Butte__CA,Obama,democrat,0.470171456276446,20191203
11/6/2012,Butte__CA,Romney,republican,0.490115920310296,20191203
11/6/2012,Butte__CA,Other,NA,0.0397126234132581,20191203
11/6/2012,Butte__ID,Obama,democrat,0.200622083981337,20191203
11/6/2012,Butte__ID,Romney,republican,0.778382581648523,20191203
11/6/2012,Butte__ID,Other,NA,0.02099533437014,20191203
11/6/2012,Butte__SD,Obama,democrat,0.238117870722433,20191203
11/6/2012,Butte__SD,Romney,republican,0.73027566539924,20191203
11/6/2012,Butte__SD,Other,NA,0.031606463878327,20191203
11/6/2012,Butts__GA,Obama,democrat,0.31638418079096,20191203
11/6/2012,Butts__GA,Romney,republican,0.672209785737128,20191203
11/6/2012,Butts__GA,Other,NA,0.0114060334719113,20191203
11/6/2012,Cabarrus__NC,Obama,democrat,0.393090491348156,20191203
11/6/2012,Cabarrus__NC,Romney,republican,0.593028265083886,20191203
11/6/2012,Cabarrus__NC,Other,NA,0.0138812435679583,20191203
11/6/2012,Cabell__WV,Obama,democrat,0.422100547536088,20191203
11/6/2012,Cabell__WV,Romney,republican,0.55951343952215,20191203
11/6/2012,Cabell__WV,Other,NA,0.0183860129417621,20191203
11/6/2012,Cache__UT,Obama,democrat,0.147636724753505,20191203
11/6/2012,Cache__UT,Romney,republican,0.828482254746648,20191203
11/6/2012,Cache__UT,Other,NA,0.0238810204998463,20191203
11/6/2012,Caddo__LA,Obama,democrat,0.519321791258444,20191203
11/6/2012,Caddo__LA,Romney,republican,0.46936876481904,20191203
11/6/2012,Caddo__LA,Other,NA,0.011309443922516,20191203
11/6/2012,Caddo__OK,Obama,democrat,0.35747373178172,20191203
11/6/2012,Caddo__OK,Romney,republican,0.64252626821828,20191203
11/6/2012,Caddo__OK,Other,NA,0,20191203
11/6/2012,Calaveras__CA,Obama,democrat,0.397961993941063,20191203
11/6/2012,Calaveras__CA,Romney,republican,0.56756632699899,20191203
11/6/2012,Calaveras__CA,Other,NA,0.0344716790599468,20191203
11/6/2012,Calcasieu__LA,Obama,democrat,0.347000954408634,20191203
11/6/2012,Calcasieu__LA,Romney,republican,0.634437021266182,20191203
11/6/2012,Calcasieu__LA,Other,NA,0.0185620243251842,20191203
11/6/2012,Caldwell__KY,Obama,democrat,0.316040955631399,20191203
11/6/2012,Caldwell__KY,Romney,republican,0.666211604095563,20191203
11/6/2012,Caldwell__KY,Other,NA,0.0177474402730375,20191203
11/6/2012,Caldwell__LA,Obama,democrat,0.215436810856658,20191203
11/6/2012,Caldwell__LA,Romney,republican,0.771840542832909,20191203
11/6/2012,Caldwell__LA,Other,NA,0.0127226463104326,20191203
11/6/2012,Caldwell__MO,Obama,democrat,0.314854811615071,20191203
11/6/2012,Caldwell__MO,Romney,republican,0.652987760979122,20191203
11/6/2012,Caldwell__MO,Other,NA,0.0321574274058075,20191203
11/6/2012,Caldwell__NC,Obama,democrat,0.31377404122999,20191203
11/6/2012,Caldwell__NC,Romney,republican,0.668806863987101,20191203
11/6/2012,Caldwell__NC,Other,NA,0.0174190947829091,20191203
11/6/2012,Caldwell__TX,Obama,democrat,0.43286953379111,20191203
11/6/2012,Caldwell__TX,Romney,republican,0.544000722804481,20191203
11/6/2012,Caldwell__TX,Other,NA,0.0231297434044091,20191203
11/6/2012,Caledonia__VT,Obama,democrat,0.59966327501647,20191203
11/6/2012,Caledonia__VT,Romney,republican,0.372447112217261,20191203
11/6/2012,Caledonia__VT,Other,NA,0.0278896127662689,20191203
11/6/2012,Calhoun__AL,Obama,democrat,0.335322221501611,20191203
11/6/2012,Calhoun__AL,Romney,republican,0.654560390859762,20191203
11/6/2012,Calhoun__AL,Other,NA,0.0101173876386277,20191203
11/6/2012,Calhoun__AR,Obama,democrat,0.303587856485741,20191203
11/6/2012,Calhoun__AR,Romney,republican,0.670653173873045,20191203
11/6/2012,Calhoun__AR,Other,NA,0.0257589696412144,20191203
11/6/2012,Calhoun__FL,Obama,democrat,0.270481144343303,20191203
11/6/2012,Calhoun__FL,Romney,republican,0.709687906371912,20191203
11/6/2012,Calhoun__FL,Other,NA,0.0198309492847854,20191203
11/6/2012,Calhoun__GA,Obama,democrat,0.593235831809872,20191203
11/6/2012,Calhoun__GA,Romney,republican,0.403564899451554,20191203
11/6/2012,Calhoun__GA,Other,NA,0.00319926873857404,20191203
11/6/2012,Calhoun__IA,Obama,democrat,0.42791586998088,20191203
11/6/2012,Calhoun__IA,Romney,republican,0.552772466539197,20191203
11/6/2012,Calhoun__IA,Other,NA,0.0193116634799235,20191203
11/6/2012,Calhoun__IL,Obama,democrat,0.419254658385093,20191203
11/6/2012,Calhoun__IL,Romney,republican,0.559006211180124,20191203
11/6/2012,Calhoun__IL,Other,NA,0.0217391304347826,20191203
11/6/2012,Calhoun__MI,Obama,democrat,0.501774478371938,20191203
11/6/2012,Calhoun__MI,Romney,republican,0.485761311228076,20191203
11/6/2012,Calhoun__MI,Other,NA,0.0124642103999863,20191203
11/6/2012,Calhoun__MS,Obama,democrat,0.365874363327674,20191203
11/6/2012,Calhoun__MS,Romney,republican,0.624221844934918,20191203
11/6/2012,Calhoun__MS,Other,NA,0.00990379173740804,20191203
11/6/2012,Calhoun__SC,Obama,democrat,0.516339034975747,20191203
11/6/2012,Calhoun__SC,Romney,republican,0.473193770742915,20191203
11/6/2012,Calhoun__SC,Other,NA,0.0104671942813378,20191203
11/6/2012,Calhoun__TX,Obama,democrat,0.36251504211793,20191203
11/6/2012,Calhoun__TX,Romney,republican,0.623345367027677,20191203
11/6/2012,Calhoun__TX,Other,NA,0.0141395908543923,20191203
11/6/2012,Calhoun__WV,Obama,democrat,0.370638876302673,20191203
11/6/2012,Calhoun__WV,Romney,republican,0.597643860444042,20191203
11/6/2012,Calhoun__WV,Other,NA,0.031717263253285,20191203
11/6/2012,Callahan__TX,Obama,democrat,0.144506446026554,20191203
11/6/2012,Callahan__TX,Romney,republican,0.842409082162786,20191203
11/6/2012,Callahan__TX,Other,NA,0.01308447181066,20191203
11/6/2012,Callaway__MO,Obama,democrat,0.332985958753839,20191203
11/6/2012,Callaway__MO,Romney,republican,0.644197016235191,20191203
11/6/2012,Callaway__MO,Other,NA,0.0228170250109697,20191203
11/6/2012,Calloway__KY,Obama,democrat,0.352773354564756,20191203
11/6/2012,Calloway__KY,Romney,republican,0.626326963906582,20191203
11/6/2012,Calloway__KY,Other,NA,0.0208996815286624,20191203
11/6/2012,Calumet__WI,Obama,democrat,0.434859954579864,20191203
11/6/2012,Calumet__WI,Romney,republican,0.550302800908403,20191203
11/6/2012,Calumet__WI,Other,NA,0.0148372445117335,20191203
11/6/2012,Calvert__MD,Obama,democrat,0.451008392284371,20191203
11/6/2012,Calvert__MD,Romney,republican,0.526209411661321,20191203
11/6/2012,Calvert__MD,Other,NA,0.0227821960543082,20191203
11/6/2012,Camas__ID,Obama,democrat,0.275086505190311,20191203
11/6/2012,Camas__ID,Romney,republican,0.695501730103806,20191203
11/6/2012,Camas__ID,Other,NA,0.0294117647058824,20191203
11/6/2012,Cambria__PA,Obama,democrat,0.400637742457787,20191203
11/6/2012,Cambria__PA,Romney,republican,0.580956944123187,20191203
11/6/2012,Cambria__PA,Other,NA,0.0184053134190265,20191203
11/6/2012,Camden__GA,Obama,democrat,0.354612689762554,20191203
11/6/2012,Camden__GA,Romney,republican,0.630762386698549,20191203
11/6/2012,Camden__GA,Other,NA,0.0146249235388978,20191203
11/6/2012,Camden__MO,Obama,democrat,0.294281157439052,20191203
11/6/2012,Camden__MO,Romney,republican,0.687719298245614,20191203
11/6/2012,Camden__MO,Other,NA,0.0179995443153338,20191203
11/6/2012,Camden__NC,Obama,democrat,0.320578231292517,20191203
11/6/2012,Camden__NC,Romney,republican,0.660926870748299,20191203
11/6/2012,Camden__NC,Other,NA,0.0184948979591837,20191203
11/6/2012,Camden__NJ,Obama,democrat,0.681734300974147,20191203
11/6/2012,Camden__NJ,Romney,republican,0.308195965008783,20191203
11/6/2012,Camden__NJ,Other,NA,0.0100697340170698,20191203
11/6/2012,Cameron__LA,Obama,democrat,0.108974358974359,20191203
11/6/2012,Cameron__LA,Romney,republican,0.870726495726496,20191203
11/6/2012,Cameron__LA,Other,NA,0.0202991452991453,20191203
11/6/2012,Cameron__PA,Obama,democrat,0.342965419232591,20191203
11/6/2012,Cameron__PA,Romney,republican,0.643770724774988,20191203
11/6/2012,Cameron__PA,Other,NA,0.0132638559924207,20191203
11/6/2012,Cameron__TX,Obama,democrat,0.649912217959555,20191203
11/6/2012,Cameron__TX,Romney,republican,0.339410884973015,20191203
11/6/2012,Cameron__TX,Other,NA,0.0106768970674296,20191203
11/6/2012,Camp__TX,Obama,democrat,0.329411764705882,20191203
11/6/2012,Camp__TX,Romney,republican,0.664590542099193,20191203
11/6/2012,Camp__TX,Other,NA,0.00599769319492503,20191203
11/6/2012,Campbell__KY,Obama,democrat,0.375339124374642,20191203
11/6/2012,Campbell__KY,Romney,republican,0.603330263583642,20191203
11/6/2012,Campbell__KY,Other,NA,0.0213306120417154,20191203
11/6/2012,Campbell__SD,Obama,democrat,0.19440914866582,20191203
11/6/2012,Campbell__SD,Romney,republican,0.78271918678526,20191203
11/6/2012,Campbell__SD,Other,NA,0.0228716645489199,20191203
11/6/2012,Campbell__TN,Obama,democrat,0.275018593504669,20191203
11/6/2012,Campbell__TN,Romney,republican,0.711015618543922,20191203
11/6/2012,Campbell__TN,Other,NA,0.013965787951409,20191203
11/6/2012,Campbell__VA,Obama,democrat,0.295571295143213,20191203
11/6/2012,Campbell__VA,Romney,republican,0.688628580323786,20191203
11/6/2012,Campbell__VA,Other,NA,0.0158001245330012,20191203
11/6/2012,Campbell__WY,Obama,democrat,0.123100563428376,20191203
11/6/2012,Campbell__WY,Romney,republican,0.851004496044619,20191203
11/6/2012,Campbell__WY,Other,NA,0.0258949405270047,20191203
11/6/2012,Canadian__OK,Obama,democrat,0.228261340496512,20191203
11/6/2012,Canadian__OK,Romney,republican,0.771738659503488,20191203
11/6/2012,Canadian__OK,Other,NA,0,20191203
11/6/2012,Candler__GA,Obama,democrat,0.327947845804989,20191203
11/6/2012,Candler__GA,Romney,republican,0.664399092970522,20191203
11/6/2012,Candler__GA,Other,NA,0.0076530612244898,20191203
11/6/2012,Cannon__TN,Obama,democrat,0.314498290770159,20191203
11/6/2012,Cannon__TN,Romney,republican,0.665393122863463,20191203
11/6/2012,Cannon__TN,Other,NA,0.0201085863663784,20191203
11/6/2012,Canyon__ID,Obama,democrat,0.300590104403087,20191203
11/6/2012,Canyon__ID,Romney,republican,0.671342109244969,20191203
11/6/2012,Canyon__ID,Other,NA,0.0280677863519443,20191203
