date,region,candidate,party,voteshare,version
11/8/2016,Seminole__FL,Trump,republican,0.486638268355151,20191203
11/8/2016,Seminole__FL,Other,NA,0.0424151607854297,20191203
11/8/2016,Seminole__GA,Clinton,democrat,0.331382385730212,20191203
11/8/2016,Seminole__GA,Trump,republican,0.653567447045708,20191203
11/8/2016,Seminole__GA,Other,NA,0.0150501672240803,20191203
11/8/2016,Seminole__OK,Clinton,democrat,0.257683215130024,20191203
11/8/2016,Seminole__OK,Trump,republican,0.69839492347891,20191203
11/8/2016,Seminole__OK,Other,NA,0.0439218613910663,20191203
11/8/2016,Seneca__NY,Clinton,democrat,0.407510729613734,20191203
11/8/2016,Seneca__NY,Trump,republican,0.517596566523605,20191203
11/8/2016,Seneca__NY,Other,NA,0.0748927038626609,20191203
11/8/2016,Seneca__OH,Clinton,democrat,0.308667194730479,20191203
11/8/2016,Seneca__OH,Trump,republican,0.618043106682787,20191203
11/8/2016,Seneca__OH,Other,NA,0.0732896985867345,20191203
11/8/2016,Sequatchie__TN,Clinton,democrat,0.184931506849315,20191203
11/8/2016,Sequatchie__TN,Trump,republican,0.779943800491746,20191203
11/8/2016,Sequatchie__TN,Other,NA,0.0351246926589392,20191203
11/8/2016,Sequoyah__OK,Clinton,democrat,0.212024658862645,20191203
11/8/2016,Sequoyah__OK,Trump,republican,0.754173304703193,20191203
11/8/2016,Sequoyah__OK,Other,NA,0.0338020364341622,20191203
11/8/2016,Sevier__AR,Clinton,democrat,0.235642262165717,20191203
11/8/2016,Sevier__AR,Trump,republican,0.719421306444542,20191203
11/8/2016,Sevier__AR,Other,NA,0.0449364313897413,20191203
11/8/2016,Sevier__TN,Clinton,democrat,0.173413747521481,20191203
11/8/2016,Sevier__TN,Trump,republican,0.788417052214144,20191203
11/8/2016,Sevier__TN,Other,NA,0.0381692002643754,20191203
11/8/2016,Sevier__UT,Clinton,democrat,0.0803096833834065,20191203
11/8/2016,Sevier__UT,Trump,republican,0.778830598567137,20191203
11/8/2016,Sevier__UT,Other,NA,0.140859718049457,20191203
11/8/2016,Seward__KS,Clinton,democrat,0.323144104803493,20191203
11/8/2016,Seward__KS,Trump,republican,0.627034537514887,20191203
11/8/2016,Seward__KS,Other,NA,0.0498213576816197,20191203
11/8/2016,Seward__NE,Clinton,democrat,0.236682655894976,20191203
11/8/2016,Seward__NE,Trump,republican,0.688462509467306,20191203
11/8/2016,Seward__NE,Other,NA,0.0748548346377177,20191203
11/8/2016,Shackelford__TX,Clinton,democrat,0.0684840425531915,20191203
11/8/2016,Shackelford__TX,Trump,republican,0.916223404255319,20191203
11/8/2016,Shackelford__TX,Other,NA,0.0152925531914894,20191203
11/8/2016,Shannon__MO,Clinton,democrat,0.198770491803279,20191203
11/8/2016,Shannon__MO,Trump,republican,0.759733606557377,20191203
11/8/2016,Shannon__MO,Other,NA,0.0414959016393443,20191203
11/8/2016,Sharkey__MS,Clinton,democrat,0.675342465753425,20191203
11/8/2016,Sharkey__MS,Trump,republican,0.315981735159817,20191203
11/8/2016,Sharkey__MS,Other,NA,0.00867579908675799,20191203
11/8/2016,Sharp__AR,Clinton,democrat,0.203062491378121,20191203
11/8/2016,Sharp__AR,Trump,republican,0.745895985653194,20191203
11/8/2016,Sharp__AR,Other,NA,0.0510415229686853,20191203
11/8/2016,Shasta__CA,Clinton,democrat,0.27857794211335,20191203
11/8/2016,Shasta__CA,Trump,republican,0.646796497320525,20191203
11/8/2016,Shasta__CA,Other,NA,0.0746255605661249,20191203
11/8/2016,Shawano__WI,Clinton,democrat,0.306617386461445,20191203
11/8/2016,Shawano__WI,Trump,republican,0.645131892056098,20191203
11/8/2016,Shawano__WI,Other,NA,0.0482507214824566,20191203
11/8/2016,Shawnee__KS,Clinton,democrat,0.449911147654033,20191203
11/8/2016,Shawnee__KS,Trump,republican,0.476540328355834,20191203
11/8/2016,Shawnee__KS,Other,NA,0.0735485239901334,20191203
11/8/2016,Sheboygan__WI,Clinton,democrat,0.384812672868997,20191203
11/8/2016,Sheboygan__WI,Trump,republican,0.544095214148018,20191203
11/8/2016,Sheboygan__WI,Other,NA,0.0710921129829855,20191203
11/8/2016,Shelby__AL,Clinton,democrat,0.226924368420013,20191203
11/8/2016,Shelby__AL,Trump,republican,0.721156695044146,20191203
11/8/2016,Shelby__AL,Other,NA,0.0519189365358406,20191203
11/8/2016,Shelby__IA,Clinton,democrat,0.260910518053375,20191203
11/8/2016,Shelby__IA,Trump,republican,0.684772370486656,20191203
11/8/2016,Shelby__IA,Other,NA,0.0543171114599686,20191203
11/8/2016,Shelby__IL,Clinton,democrat,0.207811080835604,20191203
11/8/2016,Shelby__IL,Trump,republican,0.747411444141689,20191203
11/8/2016,Shelby__IL,Other,NA,0.0447774750227066,20191203
11/8/2016,Shelby__IN,Clinton,democrat,0.236023118817384,20191203
11/8/2016,Shelby__IN,Trump,republican,0.706791152606424,20191203
11/8/2016,Shelby__IN,Other,NA,0.0571857285761921,20191203
11/8/2016,Shelby__KY,Clinton,democrat,0.304956268221574,20191203
11/8/2016,Shelby__KY,Trump,republican,0.641205053449951,20191203
11/8/2016,Shelby__KY,Other,NA,0.0538386783284742,20191203
11/8/2016,Shelby__MO,Clinton,democrat,0.186175115207373,20191203
11/8/2016,Shelby__MO,Trump,republican,0.77542242703533,20191203
11/8/2016,Shelby__MO,Other,NA,0.0384024577572965,20191203
11/8/2016,Shelby__OH,Clinton,democrat,0.178727885425442,20191203
11/8/2016,Shelby__OH,Trump,republican,0.783066554338669,20191203
11/8/2016,Shelby__OH,Other,NA,0.0382055602358888,20191203
11/8/2016,Shelby__TN,Clinton,democrat,0.619450298325642,20191203
11/8/2016,Shelby__TN,Trump,republican,0.344842508365863,20191203
11/8/2016,Shelby__TN,Other,NA,0.0357071933084951,20191203
11/8/2016,Shelby__TX,Clinton,democrat,0.193484481620075,20191203
11/8/2016,Shelby__TX,Trump,republican,0.790116662998019,20191203
11/8/2016,Shelby__TX,Other,NA,0.0163988553819062,20191203
11/8/2016,Shenandoah__VA,Clinton,democrat,0.257056500755618,20191203
11/8/2016,Shenandoah__VA,Trump,republican,0.687076488080729,20191203
11/8/2016,Shenandoah__VA,Other,NA,0.0558670111636523,20191203
11/8/2016,Sherburne__MN,Clinton,democrat,0.275314292815277,20191203
11/8/2016,Sherburne__MN,Trump,republican,0.64314562061181,20191203
11/8/2016,Sherburne__MN,Other,NA,0.0815400865729139,20191203
11/8/2016,Sheridan__KS,Clinton,democrat,0.0924308588064047,20191203
11/8/2016,Sheridan__KS,Trump,republican,0.87117903930131,20191203
11/8/2016,Sheridan__KS,Other,NA,0.0363901018922853,20191203
11/8/2016,Sheridan__MT,Clinton,democrat,0.259945504087193,20191203
11/8/2016,Sheridan__MT,Trump,republican,0.676294277929155,20191203
11/8/2016,Sheridan__MT,Other,NA,0.0637602179836512,20191203
11/8/2016,Sheridan__ND,Clinton,democrat,0.120711562897078,20191203
11/8/2016,Sheridan__ND,Trump,republican,0.825921219822109,20191203
11/8/2016,Sheridan__ND,Other,NA,0.0533672172808132,20191203
11/8/2016,Sheridan__NE,Clinton,democrat,0.110046012269939,20191203
11/8/2016,Sheridan__NE,Trump,republican,0.847776073619632,20191203
11/8/2016,Sheridan__NE,Other,NA,0.0421779141104294,20191203
11/8/2016,Sheridan__WY,Clinton,democrat,0.201722949689869,20191203
11/8/2016,Sheridan__WY,Trump,republican,0.707512060647829,20191203
11/8/2016,Sheridan__WY,Other,NA,0.0907649896623019,20191203
11/8/2016,Sherman__KS,Clinton,democrat,0.132848392036753,20191203
11/8/2016,Sherman__KS,Trump,republican,0.799770290964778,20191203
11/8/2016,Sherman__KS,Other,NA,0.0673813169984686,20191203
11/8/2016,Sherman__NE,Clinton,democrat,0.216147488874762,20191203
11/8/2016,Sherman__NE,Trump,republican,0.731087094723458,20191203
11/8/2016,Sherman__NE,Other,NA,0.05276541640178,20191203
11/8/2016,Sherman__OR,Clinton,democrat,0.198623402163225,20191203
11/8/2016,Sherman__OR,Trump,republican,0.71976401179941,20191203
11/8/2016,Sherman__OR,Other,NA,0.0816125860373648,20191203
11/8/2016,Sherman__TX,Clinton,democrat,0.102673796791444,20191203
11/8/2016,Sherman__TX,Trump,republican,0.863101604278075,20191203
11/8/2016,Sherman__TX,Other,NA,0.0342245989304813,20191203
11/8/2016,Shiawassee__MI,Clinton,democrat,0.367799243645745,20191203
11/8/2016,Shiawassee__MI,Trump,republican,0.563747764650699,20191203
11/8/2016,Shiawassee__MI,Other,NA,0.068452991703556,20191203
11/8/2016,Shoshone__ID,Clinton,democrat,0.2703125,20191203
11/8/2016,Shoshone__ID,Trump,republican,0.6439453125,20191203
11/8/2016,Shoshone__ID,Other,NA,0.0857421875,20191203
11/8/2016,Sibley__MN,Clinton,democrat,0.25135065603293,20191203
11/8/2016,Sibley__MN,Trump,republican,0.667995883714947,20191203
11/8/2016,Sibley__MN,Other,NA,0.0806534602521225,20191203
11/8/2016,Sierra__CA,Clinton,democrat,0.328415300546448,20191203
11/8/2016,Sierra__CA,Trump,republican,0.572677595628415,20191203
11/8/2016,Sierra__CA,Other,NA,0.0989071038251366,20191203
11/8/2016,Sierra__NM,Clinton,democrat,0.311136846168693,20191203
11/8/2016,Sierra__NM,Trump,republican,0.58096892491797,20191203
11/8/2016,Sierra__NM,Other,NA,0.107894228913337,20191203
11/8/2016,Silver_Bow__MT,Clinton,democrat,0.523887673231218,20191203
11/8/2016,Silver_Bow__MT,Trump,republican,0.387551665451009,20191203
11/8/2016,Silver_Bow__MT,Other,NA,0.0885606613177729,20191203
11/8/2016,Simpson__KY,Clinton,democrat,0.284689948214049,20191203
11/8/2016,Simpson__KY,Trump,republican,0.674146859646793,20191203
11/8/2016,Simpson__KY,Other,NA,0.0411631921391581,20191203
11/8/2016,Simpson__MS,Clinton,democrat,0.339259129520974,20191203
11/8/2016,Simpson__MS,Trump,republican,0.647429722392504,20191203
11/8/2016,Simpson__MS,Other,NA,0.0133111480865225,20191203
11/8/2016,Sioux__IA,Clinton,democrat,0.126415301747829,20191203
11/8/2016,Sioux__IA,Trump,republican,0.812630537539848,20191203
11/8/2016,Sioux__IA,Other,NA,0.0609541607123227,20191203
11/8/2016,Sioux__ND,Clinton,democrat,0.61525974025974,20191203
11/8/2016,Sioux__ND,Trump,republican,0.211038961038961,20191203
11/8/2016,Sioux__ND,Other,NA,0.173701298701299,20191203
11/8/2016,Sioux__NE,Clinton,democrat,0.110054347826087,20191203
11/8/2016,Sioux__NE,Trump,republican,0.83695652173913,20191203
11/8/2016,Sioux__NE,Other,NA,0.0529891304347826,20191203
11/8/2016,Siskiyou__CA,Clinton,democrat,0.353015811048214,20191203
11/8/2016,Siskiyou__CA,Trump,republican,0.553435487019325,20191203
11/8/2016,Siskiyou__CA,Other,NA,0.0935487019324614,20191203
11/8/2016,Skagit__WA,Clinton,democrat,0.476879645511721,20191203
11/8/2016,Skagit__WA,Trump,republican,0.441966838193253,20191203
11/8/2016,Skagit__WA,Other,NA,0.0811535162950257,20191203
11/8/2016,Skamania__WA,Clinton,democrat,0.39581486079092,20191203
11/8/2016,Skamania__WA,Trump,republican,0.519241000177336,20191203
11/8/2016,Skamania__WA,Other,NA,0.0849441390317432,20191203
11/8/2016,Slope__ND,Clinton,democrat,0.1,20191203
11/8/2016,Slope__ND,Trump,republican,0.841860465116279,20191203
11/8/2016,Slope__ND,Other,NA,0.0581395348837209,20191203
11/8/2016,Smith__KS,Clinton,democrat,0.145445641527914,20191203
11/8/2016,Smith__KS,Trump,republican,0.813418217433888,20191203
11/8/2016,Smith__KS,Other,NA,0.0411361410381978,20191203
11/8/2016,Smith__MS,Clinton,democrat,0.212009964599449,20191203
11/8/2016,Smith__MS,Trump,republican,0.777238757047332,20191203
11/8/2016,Smith__MS,Other,NA,0.0107512783532188,20191203
11/8/2016,Smith__TN,Clinton,democrat,0.227138246369016,20191203
11/8/2016,Smith__TN,Trump,republican,0.738838084991931,20191203
11/8/2016,Smith__TN,Other,NA,0.0340236686390533,20191203
11/8/2016,Smith__TX,Clinton,democrat,0.263070970177425,20191203
11/8/2016,Smith__TX,Trump,republican,0.695191581728954,20191203
11/8/2016,Smith__TX,Other,NA,0.0417374480936202,20191203
11/8/2016,Smyth__VA,Clinton,democrat,0.206749418153607,20191203
11/8/2016,Smyth__VA,Trump,republican,0.756400310318076,20191203
11/8/2016,Smyth__VA,Other,NA,0.0368502715283165,20191203
11/8/2016,Snohomish__WA,Clinton,democrat,0.54132558676459,20191203
11/8/2016,Snohomish__WA,Trump,republican,0.374825015416178,20191203
11/8/2016,Snohomish__WA,Other,NA,0.0838493978192318,20191203
11/8/2016,Snyder__PA,Clinton,democrat,0.244576177962476,20191203
11/8/2016,Snyder__PA,Trump,republican,0.716555643830593,20191203
11/8/2016,Snyder__PA,Other,NA,0.0388681782069303,20191203
11/8/2016,Socorro__NM,Clinton,democrat,0.482382061735585,20191203
11/8/2016,Socorro__NM,Trump,republican,0.380896913220734,20191203
11/8/2016,Socorro__NM,Other,NA,0.136721025043681,20191203
11/8/2016,Solano__CA,Clinton,democrat,0.61620703978617,20191203
11/8/2016,Solano__CA,Trump,republican,0.312558318734837,20191203
11/8/2016,Solano__CA,Other,NA,0.0712346414789932,20191203
11/8/2016,Somerset__MD,Clinton,democrat,0.423838383838384,20191203
11/8/2016,Somerset__MD,Trump,republican,0.539494949494949,20191203
11/8/2016,Somerset__MD,Other,NA,0.0366666666666667,20191203
11/8/2016,Somerset__ME,Clinton,democrat,0.348833640270104,20191203
11/8/2016,Somerset__ME,Trump,republican,0.57554481276857,20191203
11/8/2016,Somerset__ME,Other,NA,0.075621546961326,20191203
11/8/2016,Somerset__NJ,Clinton,democrat,0.545470170346039,20191203
11/8/2016,Somerset__NJ,Trump,republican,0.416984951493392,20191203
11/8/2016,Somerset__NJ,Other,NA,0.0375448781605683,20191203
11/8/2016,Somerset__PA,Clinton,democrat,0.206189025242501,20191203
11/8/2016,Somerset__PA,Trump,republican,0.765353758421156,20191203
11/8/2016,Somerset__PA,Other,NA,0.0284572163363431,20191203
11/8/2016,Somervell__TX,Clinton,democrat,0.138824736977162,20191203
11/8/2016,Somervell__TX,Trump,republican,0.822684115986656,20191203
11/8/2016,Somervell__TX,Other,NA,0.0384911470361817,20191203
11/8/2016,Sonoma__CA,Clinton,democrat,0.693763972791704,20191203
11/8/2016,Sonoma__CA,Trump,republican,0.222301980947274,20191203
11/8/2016,Sonoma__CA,Other,NA,0.0839340462610215,20191203
11/8/2016,Southampton__VA,Clinton,democrat,0.404933543590899,20191203
11/8/2016,Southampton__VA,Trump,republican,0.567132236990313,20191203
11/8/2016,Southampton__VA,Other,NA,0.027934219418788,20191203
11/8/2016,Spalding__GA,Clinton,democrat,0.364028944911298,20191203
11/8/2016,Spalding__GA,Trump,republican,0.608699035169623,20191203
11/8/2016,Spalding__GA,Other,NA,0.0272720199190787,20191203
11/8/2016,Spartanburg__SC,Clinton,democrat,0.330308035345611,20191203
11/8/2016,Spartanburg__SC,Trump,republican,0.629919894293501,20191203
11/8/2016,Spartanburg__SC,Other,NA,0.0397720703608886,20191203
11/8/2016,Spencer__IN,Clinton,democrat,0.286702074356148,20191203
11/8/2016,Spencer__IN,Trump,republican,0.658583024351137,20191203
11/8/2016,Spencer__IN,Other,NA,0.0547149012927147,20191203
11/8/2016,Spencer__KY,Clinton,democrat,0.201891749868628,20191203
11/8/2016,Spencer__KY,Trump,republican,0.756279558591697,20191203
11/8/2016,Spencer__KY,Other,NA,0.0418286915396742,20191203
11/8/2016,Spink__SD,Clinton,democrat,0.311419857675364,20191203
11/8/2016,Spink__SD,Trump,republican,0.628261606235175,20191203
11/8/2016,Spink__SD,Other,NA,0.0603185360894612,20191203
11/8/2016,Spokane__WA,Clinton,democrat,0.412623324502962,20191203
11/8/2016,Spokane__WA,Trump,republican,0.499172702709839,20191203
11/8/2016,Spokane__WA,Other,NA,0.0882039727871998,20191203
11/8/2016,Spotsylvania__VA,Clinton,democrat,0.38692816725808,20191203
11/8/2016,Spotsylvania__VA,Trump,republican,0.553419008343723,20191203
11/8/2016,Spotsylvania__VA,Other,NA,0.059652824398197,20191203
11/8/2016,St._Bernard__LA,Clinton,democrat,0.313626304141638,20191203
11/8/2016,St._Bernard__LA,Trump,republican,0.64729687006007,20191203
11/8/2016,St._Bernard__LA,Other,NA,0.0390768257982928,20191203
11/8/2016,St._Charles__LA,Clinton,democrat,0.326779169211973,20191203
11/8/2016,St._Charles__LA,Trump,republican,0.634583078802688,20191203
11/8/2016,St._Charles__LA,Other,NA,0.038637751985339,20191203
11/8/2016,St._Charles__MO,Clinton,democrat,0.341414392676799,20191203
11/8/2016,St._Charles__MO,Trump,republican,0.605208825651103,20191203
11/8/2016,St._Charles__MO,Other,NA,0.0533767816720977,20191203
11/8/2016,St._Clair__AL,Clinton,democrat,0.145546875,20191203
11/8/2016,St._Clair__AL,Trump,republican,0.824244791666667,20191203
11/8/2016,St._Clair__AL,Other,NA,0.0302083333333333,20191203
11/8/2016,St._Clair__IL,Clinton,democrat,0.503864654171504,20191203
11/8/2016,St._Clair__IL,Trump,republican,0.44664952728479,20191203
11/8/2016,St._Clair__IL,Other,NA,0.0494858185437054,20191203
11/8/2016,St._Clair__MI,Clinton,democrat,0.314769944745715,20191203
11/8/2016,St._Clair__MI,Trump,republican,0.628834788405574,20191203
11/8/2016,St._Clair__MI,Other,NA,0.0563952668487109,20191203
11/8/2016,St._Clair__MO,Clinton,democrat,0.202159827213823,20191203
11/8/2016,St._Clair__MO,Trump,republican,0.756155507559395,20191203
11/8/2016,St._Clair__MO,Other,NA,0.0416846652267819,20191203
11/8/2016,St._Croix__WI,Clinton,democrat,0.368064326008251,20191203
11/8/2016,St._Croix__WI,Trump,republican,0.55190704723415,20191203
11/8/2016,St._Croix__WI,Other,NA,0.0800286267575987,20191203
11/8/2016,St._Francis__AR,Clinton,democrat,0.542530282637954,20191203
11/8/2016,St._Francis__AR,Trump,republican,0.430013458950202,20191203
11/8/2016,St._Francis__AR,Other,NA,0.0274562584118439,20191203
11/8/2016,St._Francois__MO,Clinton,democrat,0.252749919120026,20191203
11/8/2016,St._Francois__MO,Trump,republican,0.706405693950178,20191203
11/8/2016,St._Francois__MO,Other,NA,0.0408443869297962,20191203
11/8/2016,St._Helena__LA,Clinton,democrat,0.562206572769953,20191203
11/8/2016,St._Helena__LA,Trump,republican,0.418678739101274,20191203
11/8/2016,St._Helena__LA,Other,NA,0.0191146881287726,20191203
11/8/2016,St._James__LA,Clinton,democrat,0.531071576334299,20191203
11/8/2016,St._James__LA,Trump,republican,0.451468762929251,20191203
11/8/2016,St._James__LA,Other,NA,0.0174596607364501,20191203
11/8/2016,St._John_the_Baptist__LA,Clinton,democrat,0.610374584197079,20191203
11/8/2016,St._John_the_Baptist__LA,Trump,republican,0.364894181169551,20191203
11/8/2016,St._John_the_Baptist__LA,Other,NA,0.0247312346333703,20191203
11/8/2016,St._Johns__FL,Clinton,democrat,0.315711209106758,20191203
11/8/2016,St._Johns__FL,Trump,republican,0.649633004673513,20191203
11/8/2016,St._Johns__FL,Other,NA,0.0346557862197284,20191203
11/8/2016,St._Joseph__IN,Clinton,democrat,0.474759222242413,20191203
11/8/2016,St._Joseph__IN,Trump,republican,0.472660367072506,20191203
11/8/2016,St._Joseph__IN,Other,NA,0.0525804106850809,20191203
11/8/2016,St._Joseph__MI,Clinton,democrat,0.316790840594351,20191203
11/8/2016,St._Joseph__MI,Trump,republican,0.626510081239214,20191203
11/8/2016,St._Joseph__MI,Other,NA,0.0566990781664352,20191203
11/8/2016,St._Landry__LA,Clinton,democrat,0.430472521699977,20191203
11/8/2016,St._Landry__LA,Trump,republican,0.549591014833529,20191203
11/8/2016,St._Landry__LA,Other,NA,0.0199364634664932,20191203
11/8/2016,St._Lawrence__NY,Clinton,democrat,0.421063384238214,20191203
11/8/2016,St._Lawrence__NY,Trump,republican,0.509270136370601,20191203
11/8/2016,St._Lawrence__NY,Other,NA,0.0696664793911844,20191203
11/8/2016,St._Louis_City__MO,Clinton,democrat,0.794528588089122,20191203
11/8/2016,St._Louis_City__MO,Trump,republican,0.158791380506285,20191203
11/8/2016,St._Louis_City__MO,Other,NA,0.0466800314045933,20191203
11/8/2016,St._Louis_County__MO,Clinton,democrat,0.556860338190336,20191203
11/8/2016,St._Louis_County__MO,Trump,republican,0.393184140092997,20191203
11/8/2016,St._Louis_County__MO,Other,NA,0.0499555217166675,20191203
11/8/2016,St._Lucie__FL,Clinton,democrat,0.474848594574254,20191203
